Wind_turbine_name,Date_time,Ba_avg,P_avg,Ws_avg,Va_avg,Ot_avg,Ya_avg,Wa_avg
R80736,2014-01-01T01:00:00+01:00,-1.0,642.78003,7.119999900000001,0.66000003,4.6900001,181.34,182.00999
R80721,2014-01-01T01:00:00+01:00,-1.01,441.06,6.3899999,-2.48,4.9400001,179.82001,177.36
R80790,2014-01-01T01:00:00+01:00,-0.95999998,658.53003,7.110000099999999,1.0700001000000001,4.5500002,172.39,173.50999
R80711,2014-01-01T01:00:00+01:00,-0.93000001,514.23999,6.869999900000001,6.9499998,4.3000002,172.77,179.72
R80790,2014-01-01T01:10:00+01:00,-0.95999998,640.23999,7.0100002,-1.9,4.6799998,172.39,170.46001
R80736,2014-01-01T01:10:00+01:00,-1.0,511.59,6.690000099999999,-3.3399998999999996,4.6999998,181.34,178.02
R80711,2014-01-01T01:10:00+01:00,-0.93000001,692.33002,7.679999799999999,4.7199998,4.380000099999999,172.77,177.49001
R80721,2014-01-01T01:10:00+01:00,-1.01,457.76000999999997,6.48,-4.9299998,5.02,179.82001,174.91
R80711,2014-01-01T01:20:00+01:00,-0.93000001,580.12,7.349999900000001,6.8400002,4.1999998,172.77,179.59
R80721,2014-01-01T01:20:00+01:00,-1.01,396.26001,6.1599998,-1.9400001,4.880000099999999,179.82001,177.85001
R80790,2014-01-01T01:20:00+01:00,-0.94999999,523.13,6.690000099999999,0.94,4.6100001,172.39,173.38
R80736,2014-01-01T01:20:00+01:00,-1.0,394.56,6.380000099999999,-2.01,4.5100002,181.34,179.3
R80736,2014-01-01T01:30:00+01:00,-1.0,529.16998,6.820000200000001,1.47,4.6900001,181.34,182.8
R80790,2014-01-01T01:30:00+01:00,-0.94999999,599.26001,7.130000099999999,3.0,4.630000099999999,172.39,175.39999
R80711,2014-01-01T01:30:00+01:00,-0.93000001,559.48999,7.130000099999999,9.5200005,4.2600002,172.77,182.28999
R80721,2014-01-01T01:30:00+01:00,-1.01,471.54000999999994,6.670000099999999,0.17,4.9899998,179.82001,180.00999
R80721,2014-01-01T01:40:00+01:00,-1.01,404.85999,6.3600001,-0.74000001,5.079999900000001,179.82001,179.10001
R80711,2014-01-01T01:40:00+01:00,-0.93000001,349.01001,6.46,11.92,4.4400001,173.75,190.17999
R80736,2014-01-01T01:40:00+01:00,-1.0,509.39999000000006,6.8400002,2.28,4.79,181.34,183.64999
R80790,2014-01-01T01:40:00+01:00,-0.94999999,495.60999000000004,6.73,2.99,4.71,172.39,175.34
R80721,2014-01-01T01:50:00+01:00,-1.01,432.45999000000006,6.4299998,0.16,5.1799998,179.82001,179.92
R80790,2014-01-01T01:50:00+01:00,-0.94999999,602.69,7.04,2.54,4.880000099999999,172.39,174.94
R80736,2014-01-01T01:50:00+01:00,-1.0,545.84998,6.880000099999999,1.2,4.9699998,181.34,182.55
R80711,2014-01-01T01:50:00+01:00,-0.93000001,458.88,6.79,1.29,4.5,178.25,179.56
R80790,2014-01-01T02:00:00+01:00,-0.94999999,618.71997,7.139999900000001,2.9100001,5.0100002,175.46001,187.42999
R80711,2014-01-01T02:00:00+01:00,-0.93000001,470.26000999999997,6.780000200000001,8.2299995,4.6999998,178.25,186.48
R80721,2014-01-01T02:00:00+01:00,-1.01,512.13,6.809999900000001,3.45,5.3499999,179.82001,183.3
R80736,2014-01-01T02:00:00+01:00,-1.0,455.92999000000003,6.690000099999999,6.690000099999999,5.1599998,181.34,188.0
R80790,2014-01-01T02:10:00+01:00,-0.94999999,387.56,6.1799998,-1.3,5.0100002,184.47,183.13
R80721,2014-01-01T02:10:00+01:00,-1.01,419.32001,6.599999900000001,8.1800003,5.420000099999999,179.82001,187.98
R80736,2014-01-01T02:10:00+01:00,-1.0,494.5,6.7399998,1.3,5.29,191.60001,203.53999
R80711,2014-01-01T02:10:00+01:00,-0.93000001,712.28998,7.3000002,-2.73,4.880000099999999,191.60001,191.99001
R80736,2014-01-01T02:20:00+01:00,-1.0,458.75,6.5,-6.809999900000001,5.3400002,202.2,195.39
R80721,2014-01-01T02:20:00+01:00,-1.01,361.42001,6.4099998,15.04,5.579999900000001,179.82001,194.86
R80711,2014-01-01T02:20:00+01:00,-0.93000001,674.91998,7.2600002,-1.53,4.9000001,194.72,193.19
R80790,2014-01-01T02:20:00+01:00,-0.94999999,538.90002,6.7399998,2.4200001,5.1399999,184.47,186.87
R80711,2014-01-01T02:30:00+01:00,-0.93000001,695.51001,7.29,-1.08,4.9000001,194.72,193.62
R80790,2014-01-01T02:30:00+01:00,-0.95999998,669.76001,7.3000002,5.23,5.21,184.47,189.7
R80736,2014-01-01T02:30:00+01:00,-1.0,618.25,6.98,-4.4299998,5.3600001,202.2,197.77
R80721,2014-01-01T02:30:00+01:00,-1.01,572.01001,7.079999900000001,0.81,5.5999999,190.72,193.83
R80711,2014-01-01T02:40:00+01:00,-0.93000001,694.76001,7.3000002,1.77,4.920000099999999,194.72,196.46001
R80790,2014-01-01T02:40:00+01:00,-0.94999999,549.34003,6.7600002,5.4400001,5.2800002,184.47,189.91
R80721,2014-01-01T02:40:00+01:00,-1.01,504.45999000000006,6.73,-1.1,5.5999999,192.99001,191.89
R80736,2014-01-01T02:40:00+01:00,-1.0,576.53003,6.809999900000001,-5.1399999,5.420000099999999,202.2,197.05
R80721,2014-01-01T02:50:00+01:00,-1.01,392.35001,6.2800002,-1.38,5.6399999,192.99001,191.64
R80790,2014-01-01T02:50:00+01:00,-0.94999999,400.54999,6.2199998,6.6599998,5.29,184.47,191.11
R80711,2014-01-01T02:50:00+01:00,-0.93000001,485.94,6.650000099999999,2.1700001,4.9299998,194.72,196.92
R80736,2014-01-01T02:50:00+01:00,-1.0,368.01999,6.02,-2.9200001,5.4699998,202.2,199.3
R80790,2014-01-01T03:00:00+01:00,-0.94999999,434.0,6.4899998,7.5900002,5.380000099999999,184.47,192.00999
R80711,2014-01-01T03:00:00+01:00,-0.93000001,464.54999000000004,6.599999900000001,-0.74000001,5.0,194.72,193.98
R80721,2014-01-01T03:00:00+01:00,-1.01,338.76999,6.0900002,1.8,5.6999998,192.99001,194.78999
R80736,2014-01-01T03:00:00+01:00,-1.0,517.78003,6.719999799999999,-2.6500001,5.6399999,202.2,199.52
R80736,2014-01-01T03:10:00+01:00,-1.0,548.7000099999999,6.77,-1.6799999,5.8000002,202.2,200.53
R80790,2014-01-01T03:10:00+01:00,-0.94999999,436.44,6.4699998,8.8299999,5.5,184.47,193.32001
R80711,2014-01-01T03:10:00+01:00,-0.93000001,563.41998,7.02,1.33,5.0900002,194.72,196.03999
R80721,2014-01-01T03:10:00+01:00,-1.01,337.98999,6.1599998,3.6099998999999996,5.7399998,192.99001,196.60001
R80721,2014-01-01T03:20:00+01:00,-1.01,330.0,6.04,1.29,5.829999900000001,192.99001,194.28
R80736,2014-01-01T03:20:00+01:00,-1.0,483.01999000000006,6.679999799999999,-5.0999999,5.8000002,202.2,197.14999
R80790,2014-01-01T03:20:00+01:00,-0.94999999,370.95001,6.1500001,7.4499998,5.5599999,184.47,191.91
R80711,2014-01-01T03:20:00+01:00,-0.93000001,590.10999,7.0900002,-0.34999999,5.1999998,194.72,194.39
R80736,2014-01-01T03:30:00+01:00,-1.0,344.98001,6.0100002,-8.0100002,5.829999900000001,202.2,194.17
R80711,2014-01-01T03:30:00+01:00,-0.93000001,474.06,6.5300002,-2.8299999,5.1999998,194.72,191.84
R80721,2014-01-01T03:30:00+01:00,-1.01,306.97,5.9000001,-3.9300001000000004,5.9099998,192.99001,189.03999
R80790,2014-01-01T03:30:00+01:00,-0.94999999,410.92001,6.29,1.37,5.5100002,184.47,185.88
R80721,2014-01-01T03:40:00+01:00,-1.01,322.06,6.04,-3.5799999,5.96,192.99001,189.41
R80711,2014-01-01T03:40:00+01:00,-0.93000001,487.97,6.54,-5.7399998,5.25,194.72,189.03
R80736,2014-01-01T03:40:00+01:00,-1.0,324.54999,5.8600001,-7.52,5.880000099999999,202.2,194.64999
R80790,2014-01-01T03:40:00+01:00,-0.94999999,429.92001,6.329999900000001,0.80000001,5.619999900000001,184.47,185.24001
R80790,2014-01-01T03:50:00+01:00,-0.94999999,359.75,6.1399999,4.77,5.7600002,184.47,189.25
R80721,2014-01-01T03:50:00+01:00,-1.01,284.42001,5.9000001,-1.51,6.0100002,192.99001,191.47
R80736,2014-01-01T03:50:00+01:00,-1.0,263.45001,5.77,-5.8600001,5.9699998,202.2,196.33
R80711,2014-01-01T03:50:00+01:00,-0.93000001,500.42001,6.7600002,-1.66,5.3099999,194.72,193.03
R80736,2014-01-01T04:00:00+01:00,-1.0,256.42999,5.6599998,-14.42,5.96,202.2,187.78999
R80790,2014-01-01T04:00:00+01:00,-0.94999999,283.07001,5.6999998,-2.8,5.77,184.47,181.69
R80711,2014-01-01T04:00:00+01:00,-0.93000001,409.23999,6.329999900000001,-5.6399999,5.3200002,194.72,189.08
R80721,2014-01-01T04:00:00+01:00,-1.01,260.44,5.5500002,-9.5,5.9899998,192.99001,183.49001
R80711,2014-01-01T04:10:00+01:00,-0.93000001,341.72,6.0,-9.4399996,5.329999900000001,194.72,185.27
R80736,2014-01-01T04:10:00+01:00,-1.0,200.81,5.4000001,-16.440001000000002,5.8099999,202.2,185.78999
R80721,2014-01-01T04:10:00+01:00,-1.01,259.54999,5.4899998,-13.33,5.98,192.99001,179.72
R80790,2014-01-01T04:10:00+01:00,-0.94999999,271.72,5.4699998,-6.3600001,5.73,184.47,178.13
R80736,2014-01-01T04:20:00+01:00,-1.0,221.88,5.369999900000001,-14.25,5.880000099999999,202.2,187.92
R80711,2014-01-01T04:20:00+01:00,-0.93000001,304.98999,5.8899999,-11.88,5.3000002,194.72,182.84
R80790,2014-01-01T04:20:00+01:00,-0.94999999,249.00999,5.48,-6.4000001,5.77,184.47,178.08
R80721,2014-01-01T04:20:00+01:00,-1.01,232.7,5.48,-12.24,5.98,192.99001,180.74001
R80711,2014-01-01T04:30:00+01:00,-0.93000001,362.76001,6.079999900000001,-14.29,5.3000002,194.72,180.42
R80721,2014-01-01T04:30:00+01:00,-1.01,265.89999,5.619999900000001,-15.1,6.0100002,192.99001,177.95
R80790,2014-01-01T04:30:00+01:00,-0.94999999,300.12,5.6799998,-10.38,5.8000002,184.47,174.08
R80736,2014-01-01T04:30:00+01:00,-1.0,237.88,5.6599998,-17.959999,5.9000001,202.2,184.25999
R80736,2014-01-01T04:40:00+01:00,-1.0,237.99001,5.71,-1.92,5.869999900000001,185.56,173.85001
R80711,2014-01-01T04:40:00+01:00,-0.93000001,260.12,5.8000002,-15.7,5.3499999,194.72,179.00999
R80790,2014-01-01T04:40:00+01:00,-0.94999999,259.32999,5.54,-11.71,5.75,184.47,172.75
R80721,2014-01-01T04:40:00+01:00,-1.01,147.22,5.02,-17.690001000000002,6.0100002,192.99001,175.19
R80721,2014-01-01T04:50:00+01:00,-1.01,290.16,5.829999900000001,-10.0,6.130000099999999,192.99001,183.05
R80711,2014-01-01T04:50:00+01:00,-0.93000001,373.94,6.329999900000001,-6.3200002,5.420000099999999,190.28,177.45
R80790,2014-01-01T04:50:00+01:00,-0.94999999,358.92999,6.0,-6.04,5.77,184.47,178.42999
R80736,2014-01-01T04:50:00+01:00,-1.0,279.57999,6.0100002,13.54,5.96,175.86,189.39999
R80790,2014-01-01T05:00:00+01:00,-0.94999999,372.07999,6.0,-4.23,5.8000002,184.47,180.24001
R80736,2014-01-01T05:00:00+01:00,-1.0,379.66,6.619999900000001,11.92,5.9899998,179.06,206.5
R80721,2014-01-01T05:00:00+01:00,-1.01,396.53,6.23,-11.53,6.1999998,192.99001,181.46001
R80711,2014-01-01T05:00:00+01:00,-0.93000001,531.27002,6.900000099999999,3.01,5.52,183.74001,186.75
R80721,2014-01-01T05:10:00+01:00,-1.01,456.42001,6.610000099999999,-6.5500002,6.1900001,188.32001,180.95
R80711,2014-01-01T05:10:00+01:00,-0.93000001,511.60999000000004,6.860000099999999,4.7199998,5.5300002,183.74001,188.46001
R80736,2014-01-01T05:10:00+01:00,-1.0,455.54000999999994,6.5100002,-5.7600002,6.0300002,194.52,188.75
R80790,2014-01-01T05:10:00+01:00,-0.94999999,481.03,6.4899998,-3.22,5.8099999,184.47,181.22
R80790,2014-01-01T05:20:00+01:00,-0.94999999,401.89999,6.21,0.80000001,5.9099998,184.47,185.24001
R80711,2014-01-01T05:20:00+01:00,-0.93000001,535.21002,7.119999900000001,9.6000004,5.54,183.74001,193.34
R80736,2014-01-01T05:20:00+01:00,-1.0,404.29999,6.380000099999999,-2.1099999,6.0999999,194.52,192.41
R80721,2014-01-01T05:20:00+01:00,-1.01,359.79001,6.170000099999999,1.36,6.1599998,187.50999,188.84
R80790,2014-01-01T05:30:00+01:00,-0.94999999,527.21002,6.7600002,5.02,5.9499998,184.47,189.47
R80721,2014-01-01T05:30:00+01:00,-1.01,354.75,6.2199998,7.420000099999999,6.1999998,187.50999,194.92999
R80736,2014-01-01T05:30:00+01:00,-1.0,368.41,6.1799998,3.1900001000000002,6.1100001,194.52,197.75
R80711,2014-01-01T05:30:00+01:00,-0.93000001,647.7000099999999,7.2600002,-2.3399999,5.5500002,195.33,194.62
R80790,2014-01-01T05:40:00+01:00,-0.94999999,516.47998,6.8000002,6.7600002,5.9899998,184.47,191.28
R80711,2014-01-01T05:40:00+01:00,-0.93000001,625.7000099999999,7.139999900000001,-2.95,5.5900002,196.91,193.94
R80721,2014-01-01T05:40:00+01:00,-1.01,403.78,6.5,5.9099998,6.1900001,187.50999,193.42
R80736,2014-01-01T05:40:00+01:00,-1.0,440.87,6.5900002,6.7600002,6.170000099999999,194.52,201.25999
R80711,2014-01-01T05:50:00+01:00,-0.93000001,650.38,7.170000099999999,-5.3200002,5.579999900000001,196.91,191.63
R80736,2014-01-01T05:50:00+01:00,-1.0,515.78998,6.71,-0.61000001,6.1900001,194.52,193.92
R80790,2014-01-01T05:50:00+01:00,-0.94999999,536.14001,6.73,2.8499999,6.0100002,184.47,187.28
R80721,2014-01-01T05:50:00+01:00,-1.01,413.85001,6.369999900000001,3.8099998999999998,6.23,187.50999,191.3
R80721,2014-01-01T06:00:00+01:00,-1.01,399.19,6.29,3.2,6.21,187.50999,190.72
R80736,2014-01-01T06:00:00+01:00,-1.0,429.84,6.3899999,2.05,6.170000099999999,194.52,196.58
R80711,2014-01-01T06:00:00+01:00,-0.93000001,630.0,6.940000099999999,-5.8099999,5.54,196.91,191.08
R80790,2014-01-01T06:00:00+01:00,-0.94999999,531.84998,6.820000200000001,2.22,5.9899998,184.47,186.73
R80790,2014-01-01T06:10:00+01:00,-0.94999999,364.54999,6.1100001,-2.25,5.8200002,184.47,182.21001
R80711,2014-01-01T06:10:00+01:00,-0.93000001,547.16998,6.780000200000001,-6.900000099999999,5.5300002,193.64,176.83
R80721,2014-01-01T06:10:00+01:00,-1.01,335.25,6.0500002,-0.44999999,6.1999998,187.50999,187.07001
R80736,2014-01-01T06:10:00+01:00,-1.0,403.45999,6.25,-2.8099998999999998,6.130000099999999,194.52,191.72
R80736,2014-01-01T06:20:00+01:00,-1.0,326.69,5.8899999,-5.3099999,6.02,194.52,189.21001
R80711,2014-01-01T06:20:00+01:00,-0.93000001,587.34998,7.04,1.9299999,5.5100002,183.74001,185.66
R80790,2014-01-01T06:20:00+01:00,-0.94999999,424.59,6.170000099999999,-6.2800002,5.79,184.47,178.19
R80721,2014-01-01T06:20:00+01:00,-1.01,471.92001,6.5500002,-6.75,6.04,187.50999,180.77
R80721,2014-01-01T06:30:00+01:00,-1.01,450.57000999999997,6.4499998,-5.4099998,5.9899998,187.50999,182.06
R80711,2014-01-01T06:30:00+01:00,-0.93000001,569.65002,6.929999799999999,1.34,5.380000099999999,183.74001,185.13
R80790,2014-01-01T06:30:00+01:00,-0.94999999,428.04000999999994,6.0700002,-5.4699998,5.7399998,184.47,178.96001
R80736,2014-01-01T06:30:00+01:00,-1.0,394.29999,6.1799998,-7.02,5.9000001,194.52,187.47
R80711,2014-01-01T06:40:00+01:00,-0.93000001,546.64001,7.030000200000001,5.4699998,5.380000099999999,183.74001,189.17999
R80790,2014-01-01T06:40:00+01:00,-0.94999999,530.87,6.5500002,-2.6700001,5.7600002,184.47,181.8
R80736,2014-01-01T06:40:00+01:00,-1.0,367.95001,6.1599998,-2.3199999,5.9499998,194.52,192.2
R80721,2014-01-01T06:40:00+01:00,-1.01,437.79999000000004,6.570000200000001,0.73000002,6.079999900000001,187.50999,188.25
R80711,2014-01-01T06:50:00+01:00,-0.93000001,547.23999,6.880000099999999,-9.739999800000001,5.54,199.62,188.31
R80790,2014-01-01T06:50:00+01:00,-0.94999999,477.14999000000006,6.3400002,0.2,5.869999900000001,184.47,184.69
R80736,2014-01-01T06:50:00+01:00,-1.0,348.16,6.0,-1.9400001,6.0300002,194.52,192.58
R80721,2014-01-01T06:50:00+01:00,-1.01,305.10999,5.9299998,0.69999999,6.1599998,187.50999,188.23
R80721,2014-01-01T07:00:00+01:00,-1.01,376.23999,6.170000099999999,-10.05,5.9899998,187.50999,177.46001
R80711,2014-01-01T07:00:00+01:00,-0.93000001,467.25,6.5100002,-10.09,5.4699998,188.3,178.06
R80736,2014-01-01T07:00:00+01:00,-1.0,398.41,6.3000002,-12.75,5.920000099999999,194.52,181.81
R80790,2014-01-01T07:00:00+01:00,-0.94999999,449.19,6.3099999,-7.670000099999999,5.7800002,180.5,166.92
R80711,2014-01-01T07:10:00+01:00,-0.93000001,611.46002,6.869999900000001,-9.8900003,5.4499998,184.17,160.64
R80721,2014-01-01T07:10:00+01:00,-1.01,283.20999,5.8099999,-14.23,5.9699998,187.50999,173.24001
R80736,2014-01-01T07:10:00+01:00,-1.0,313.17001,5.920000099999999,-7.880000099999999,5.7600002,183.52,166.84
R80790,2014-01-01T07:10:00+01:00,-0.94999999,418.53,6.3400002,-5.2399998,5.71,174.59,169.34
R80721,2014-01-01T07:20:00+01:00,-1.01,214.97,5.380000099999999,-16.870001000000002,5.8899999,187.50999,170.71001
R80790,2014-01-01T07:20:00+01:00,-0.94999999,306.39001,5.6900001,-4.8000002,5.630000099999999,174.59,169.81
R80711,2014-01-01T07:20:00+01:00,-0.93000001,486.20999000000006,6.96,6.599999900000001,5.329999900000001,170.57001,177.17
R80736,2014-01-01T07:20:00+01:00,-1.0,204.17,5.4000001,-1.86,5.4699998,174.75999,172.96001
R80790,2014-01-01T07:30:00+01:00,-0.94999999,335.01001,5.880000099999999,-5.8099999,5.5300002,174.59,168.78
R80736,2014-01-01T07:30:00+01:00,-1.0,389.70001,6.369999900000001,3.54,5.4899998,174.75999,178.23
R80711,2014-01-01T07:30:00+01:00,-0.93000001,351.82001,6.3499999,4.6799998,5.2199998,170.57001,175.25
R80721,2014-01-01T07:30:00+01:00,-1.01,314.22,5.9499998,-15.5,5.8000002,187.50999,171.97
R80790,2014-01-01T07:40:00+01:00,-0.94999999,429.73999000000003,6.4299998,-0.63999999,5.5900002,174.59,173.91
R80736,2014-01-01T07:40:00+01:00,-1.0,419.06,6.5,6.23,5.5500002,174.75999,181.00999
R80711,2014-01-01T07:40:00+01:00,-0.93000001,484.38,6.829999900000001,9.989999800000001,5.25,170.57001,180.53
R80721,2014-01-01T07:40:00+01:00,-1.01,247.21001,5.4899998,-12.36,5.8899999,187.50999,175.17999
R80711,2014-01-01T07:50:00+01:00,-0.93000001,513.84003,6.780000200000001,0.51999998,5.5700002,178.34,182.09
R80721,2014-01-01T07:50:00+01:00,-1.01,327.97,5.96,-12.7,6.3600001,187.50999,174.74001
R80790,2014-01-01T07:50:00+01:00,-0.94999999,389.67001,6.1100001,-2.05,6.1900001,174.59,172.58
R80736,2014-01-01T07:50:00+01:00,-1.0,451.41,6.6599998,5.2600002,5.9899998,174.75999,180.02
R80736,2014-01-01T08:00:00+01:00,-1.0,270.51001,5.7199998,6.3000002,6.04,174.75999,181.06
R80790,2014-01-01T08:00:00+01:00,-0.94999999,312.89001,5.6999998,-1.15,6.329999900000001,174.59,173.44
R80721,2014-01-01T08:00:00+01:00,-1.01,217.91,5.380000099999999,-10.39,6.4400001,187.50999,177.19
R80711,2014-01-01T08:00:00+01:00,-0.93000001,381.04999,6.1599998,-1.37,5.5599999,181.55,180.17999
R80790,2014-01-01T08:10:00+01:00,-0.95999998,290.17001,5.5500002,-7.52,6.369999900000001,174.59,167.09
R80721,2014-01-01T08:10:00+01:00,-1.01,241.03999,5.9099998,-1.99,6.0900002,171.92999,162.39
R80736,2014-01-01T08:10:00+01:00,-1.0,341.48001,6.0999999,-0.13,5.6500001,174.75999,174.66
R80711,2014-01-01T08:10:00+01:00,-0.93000001,341.42001,6.0,-12.28,5.4000001,181.55,169.28999
R80721,2014-01-01T08:20:00+01:00,-1.01,231.8,5.7199998,5.869999900000001,5.6399999,164.46001,170.35001
R80790,2014-01-01T08:20:00+01:00,-0.97000003,312.35001,5.8200002,-8.79,5.5599999,174.59,165.82001
R80736,2014-01-01T08:20:00+01:00,-1.0,320.29999,6.0,-2.47,5.3200002,174.75999,172.28999
R80711,2014-01-01T08:20:00+01:00,-0.93000001,376.75,6.079999900000001,-12.43,5.2199998,181.55,169.08
R80711,2014-01-01T08:30:00+01:00,-0.93000001,288.54999,5.8099999,-16.34,5.23,181.55,165.23
R80721,2014-01-01T08:30:00+01:00,-1.01,238.16,5.619999900000001,1.61,5.5999999,164.46001,166.08
R80736,2014-01-01T08:30:00+01:00,-1.0,285.20001,5.7600002,-7.070000200000001,5.2800002,174.75999,167.67
R80790,2014-01-01T08:30:00+01:00,-0.97000003,248.37,5.5700002,-11.34,5.3899999,174.59,163.23
R80790,2014-01-01T08:40:00+01:00,-0.97000003,221.73,5.4400001,-9.0600004,5.77,174.59,165.57001
R80721,2014-01-01T08:40:00+01:00,-1.01,212.39,5.5300002,3.9000001,5.77,164.46001,168.36
R80736,2014-01-01T08:40:00+01:00,-1.0,263.06,5.6500001,-3.9300001000000004,5.579999900000001,174.75999,170.85001
R80711,2014-01-01T08:40:00+01:00,-0.93000001,312.64001,5.8400002,-11.6,5.380000099999999,178.14,156.77
R80736,2014-01-01T08:50:00+01:00,-1.0,283.48001,5.8099999,-0.34,5.77,174.75999,174.41
R80721,2014-01-01T08:50:00+01:00,-1.01,211.21001,5.4899998,8.1000004,5.9899998,164.46001,172.52
R80711,2014-01-01T08:50:00+01:00,-0.93000001,289.17999,5.880000099999999,5.1900001,5.5300002,168.38,173.55
R80790,2014-01-01T08:50:00+01:00,-0.97000003,263.01001,5.630000099999999,-7.530000200000001,5.98,174.59,167.03
R80721,2014-01-01T09:00:00+01:00,-1.01,247.71001,5.5500002,-5.1999998,5.9299998,164.46001,159.32001
R80711,2014-01-01T09:00:00+01:00,-0.93000001,277.31,5.8499999,-6.4899998,5.4299998,168.38,161.86
R80790,2014-01-01T09:00:00+01:00,-0.94999999,141.17,4.77,-13.2,5.9699998,174.59,161.45
R80736,2014-01-01T09:00:00+01:00,-1.0,248.16,5.52,-13.3,5.6500001,174.75999,161.5
R80711,2014-01-01T09:10:00+01:00,0.22,256.62,5.7199998,-10.31,5.1999998,168.38,158.10001
R80721,2014-01-01T09:10:00+01:00,-1.01,321.17999,5.8499999,-10.76,5.5500002,164.46001,153.64999
R80736,2014-01-01T09:10:00+01:00,-1.0,328.29999,6.119999900000001,-1.83,5.1799998,162.16,149.83
R80790,2014-01-01T09:10:00+01:00,-0.97000003,252.60001,5.8099999,-9.2799997,5.5,161.75999,130.13
R80711,2014-01-01T09:20:00+01:00,50.630001,109.61,5.9899998,-10.3,4.829999900000001,168.38,158.07001
R80790,2014-01-01T09:20:00+01:00,-0.99000001,220.89,5.670000099999999,14.46,5.1599998,139.47,153.89999
R80721,2014-01-01T09:20:00+01:00,-1.01,304.03,5.8000002,-8.29,5.329999900000001,164.46001,156.16
R80736,2014-01-01T09:20:00+01:00,14.08,317.07999,6.4400001,11.18,5.0300002,154.03999,174.98
R80711,2014-01-01T09:30:00+01:00,-0.95999998,298.14001,5.8099999,-10.83,4.8600001,168.38,157.53999
R80736,2014-01-01T09:30:00+01:00,36.310001,121.64,5.8499999,5.8400002,5.130000099999999,163.78,169.63
R80721,2014-01-01T09:30:00+01:00,-1.01,273.01001,5.71,-4.6399999,5.369999900000001,164.46001,159.81
R80790,2014-01-01T09:30:00+01:00,-0.94,122.58,5.3400002,23.26,5.2399998,139.47,162.74001
R80790,2014-01-01T09:40:00+01:00,-0.98000002,113.09,5.079999900000001,12.67,5.3600001,139.47,152.12
R80721,2014-01-01T09:40:00+01:00,-1.01,134.39,4.8499999,-10.24,5.670000099999999,164.46001,154.25999
R80711,2014-01-01T09:40:00+01:00,-0.94999999,242.42999,5.579999900000001,-14.38,5.0700002,168.38,154.02
R80736,2014-01-01T09:40:00+01:00,-1.0,265.29001,5.6500001,-3.9000001,5.369999900000001,163.78,159.87
R80711,2014-01-01T09:50:00+01:00,-0.94999999,273.04999,5.79,-17.99,5.2399998,168.38,150.37
R80790,2014-01-01T09:50:00+01:00,-0.95999998,155.75999,5.1500001,9.409999800000001,5.48,139.47,148.88
R80736,2014-01-01T09:50:00+01:00,-1.0,303.62,5.6999998,-5.0900002,5.4400001,163.78,158.66
R80721,2014-01-01T09:50:00+01:00,-1.01,192.16,5.1599998,-13.42,5.79,164.46001,151.03999
R80736,2014-01-01T10:00:00+01:00,-1.0,590.35999,6.929999799999999,-4.46,5.3600001,163.78,159.36
R80721,2014-01-01T10:00:00+01:00,-1.01,402.28,6.27,-12.06,5.7199998,164.23,140.3
R80711,2014-01-01T10:00:00+01:00,-0.95999998,326.26999,6.1100001,-10.22,5.27,161.97,146.11
R80790,2014-01-01T10:00:00+01:00,-0.94999999,222.46001,5.6799998,11.06,5.48,140.73,163.71001
R80711,2014-01-01T10:10:00+01:00,-0.95999998,452.92001,6.5300002,-0.94,5.1900001,156.3,155.31
R80721,2014-01-01T10:10:00+01:00,-1.01,504.75,6.639999900000001,-1.6799999,5.7199998,158.12,160.59
R80736,2014-01-01T10:10:00+01:00,-1.0,490.97,6.570000200000001,-1.48,5.420000099999999,163.78,162.3
R80790,2014-01-01T10:10:00+01:00,-0.95999998,398.82001,6.54,-6.559999900000001,5.4000001,157.25,152.64999
R80736,2014-01-01T10:20:00+01:00,-1.0,489.23000999999994,6.670000099999999,0.23,5.7600002,163.78,163.97
R80790,2014-01-01T10:20:00+01:00,-0.97000003,283.92001,5.8600001,-2.21,5.8499999,158.27,158.06
R80721,2014-01-01T10:20:00+01:00,-1.01,416.01001,6.27,-5.0500002,5.98,162.25999,157.2
R80711,2014-01-01T10:20:00+01:00,-0.95999998,537.47998,6.889999900000001,2.1400001,5.4000001,156.3,158.45
R80736,2014-01-01T10:30:00+01:00,-1.0,427.69,6.48,2.9400001000000002,5.9099998,163.78,166.74001
R80790,2014-01-01T10:30:00+01:00,-0.95999998,184.61,5.3200002,0.70999998,6.0700002,160.32001,161.09
R80711,2014-01-01T10:30:00+01:00,-0.95999998,389.73999,6.420000099999999,5.8899999,5.52,156.3,162.17999
R80721,2014-01-01T10:30:00+01:00,-1.01,246.53,5.6599998,0.49000001,6.0900002,162.25999,162.75999
R80736,2014-01-01T10:40:00+01:00,-1.0,412.5,6.48,0.28999999,6.0999999,163.78,164.06
R80721,2014-01-01T10:40:00+01:00,-1.01,276.22,5.7399998,-4.8400002,6.27,162.25999,157.44
R80790,2014-01-01T10:40:00+01:00,-0.95999998,178.06,5.27,-2.01,6.2399998,160.32001,158.25999
R80711,2014-01-01T10:40:00+01:00,-0.95999998,307.88,5.9699998,3.3199998999999996,5.630000099999999,156.3,159.63
R80711,2014-01-01T10:50:00+01:00,-0.95999998,377.23999,6.4000001,5.8200002,5.8499999,156.3,162.13
