Wind_turbine_name,Date_time,Ba_avg,P_avg,Ws_avg,Va_avg,Ot_avg,Ya_avg,Wa_avg
R80711,2014-01-09T01:50:00+01:00,-0.95999998,1001.11,8.619999900000002,2.9100001,9.569999699999999,169.47,172.37
R80721,2014-01-09T01:50:00+01:00,-1.01,424.19,6.4899998,4.0100002,10.21,169.94,173.97
R80736,2014-01-09T01:50:00+01:00,-1.0,379.09,6.420000099999999,6.1900001,9.930000300000001,170.37,176.50999
R80721,2014-01-09T02:00:00+01:00,-1.01,446.19,6.52,8.1400003,10.26,169.94,178.10001
R80711,2014-01-09T02:00:00+01:00,-0.95999998,928.4799800000001,8.369999900000002,5.0900002,9.5799999,169.47,174.56
R80790,2014-01-09T02:00:00+01:00,-0.94999999,816.09998,7.940000099999999,9.630000099999998,10.09,163.61,173.25
R80736,2014-01-09T02:00:00+01:00,-1.0,521.81,6.969999799999999,11.61,10.04,170.37,181.98
R80721,2014-01-09T02:10:00+01:00,-1.01,523.06,6.820000200000001,1.5599999,10.25,169.94,171.5
R80711,2014-01-09T02:10:00+01:00,-0.95999998,982.0300300000001,8.4799995,1.65,9.5799999,169.47,171.14
R80736,2014-01-09T02:10:00+01:00,-1.0,509.76000999999997,6.670000099999999,5.52,10.09,170.37,175.98
R80790,2014-01-09T02:10:00+01:00,-0.94999999,671.02002,7.4099998,7.329999900000001,10.1,163.61,170.95
R80711,2014-01-09T02:20:00+01:00,-0.95999998,789.9299900000001,7.75,1.52,9.619999900000002,169.47,170.97
R80721,2014-01-09T02:20:00+01:00,-1.01,446.42001,6.48,1.91,10.22,169.94,171.82001
R80790,2014-01-09T02:20:00+01:00,-0.94999999,540.46002,6.79,7.610000099999999,10.11,163.61,171.22
R80736,2014-01-09T02:20:00+01:00,-1.0,476.70000999999996,6.610000099999999,5.52,10.1,170.37,175.86
R80736,2014-01-09T02:30:00+01:00,-1.0,484.29999000000004,6.7600002,8.79,10.14,171.39,187.92
R80721,2014-01-09T02:30:00+01:00,-1.01,308.29001,5.96,5.6100001,10.26,169.94,175.55
R80790,2014-01-09T02:30:00+01:00,-0.94999999,559.75,7.04,9.090000199999999,10.12,163.61,172.69
R80711,2014-01-09T02:30:00+01:00,-0.94999999,643.78003,7.1599998,0.47,9.6099997,172.86,176.53999
R80711,2014-01-09T02:40:00+01:00,-0.95999998,857.8499800000001,7.98,-4.5500002,9.6000004,176.06,171.50999
R80721,2014-01-09T02:40:00+01:00,-1.01,431.57000999999997,6.5,5.079999900000001,10.31,169.94,175.03999
R80790,2014-01-09T02:40:00+01:00,-0.94999999,701.06,7.54,8.930000300000001,10.1,163.61,172.53
R80736,2014-01-09T02:40:00+01:00,-1.0,550.89001,6.820000200000001,-1.3200001,10.11,179.14999,177.8
R80790,2014-01-09T02:50:00+01:00,-0.94999999,627.91998,7.110000099999999,8.4499998,10.09,163.61,172.08
R80736,2014-01-09T02:50:00+01:00,-1.0,630.60999,7.079999900000001,-2.1900001000000002,10.15,179.14999,176.96001
R80721,2014-01-09T02:50:00+01:00,-1.01,426.62,6.369999900000001,5.8000002,10.39,169.94,175.72
R80711,2014-01-09T02:50:00+01:00,-0.95999998,858.5200199999999,8.0200005,-3.51,9.619999900000002,176.06,172.56
R80711,2014-01-09T03:00:00+01:00,-0.95999998,1002.93,8.3100004,-6.170000099999999,9.6000004,176.06,169.86
R80721,2014-01-09T03:00:00+01:00,-1.01,420.98999000000003,6.3600001,3.01,10.33,169.94,172.96001
R80736,2014-01-09T03:00:00+01:00,-1.0,660.5700099999999,6.96,-3.71,10.14,179.14999,175.46001
R80790,2014-01-09T03:00:00+01:00,-0.94999999,623.94,7.2399998,7.23,10.1,163.61,170.84
R80721,2014-01-09T03:10:00+01:00,-1.01,396.67999,6.2800002,3.8800001,10.34,169.94,173.84
R80790,2014-01-09T03:10:00+01:00,-0.94999999,663.5700099999999,7.3000002,8.5299997,10.08,163.61,172.14999
R80736,2014-01-09T03:10:00+01:00,-1.0,743.5,7.389999900000001,-2.76,10.11,179.14999,176.36
R80711,2014-01-09T03:10:00+01:00,-0.95999998,1035.12,8.3900003,-5.380000099999999,9.590000199999999,176.06,170.73
R80736,2014-01-09T03:20:00+01:00,-1.0,705.0700099999999,7.280000200000001,-3.6700001,10.1,179.14999,175.44
R80721,2014-01-09T03:20:00+01:00,-1.01,495.60000999999994,6.71,3.28,10.31,169.94,173.25
R80790,2014-01-09T03:20:00+01:00,-0.94999999,678.58002,7.389999900000001,8.5500002,10.1,163.61,172.14999
R80711,2014-01-09T03:20:00+01:00,-0.95999998,1042.23,8.4700003,-4.25,9.619999900000002,176.06,171.78999
R80711,2014-01-09T03:30:00+01:00,-0.95999998,1053.02,8.489999800000001,-4.6999998,9.619999900000002,176.06,171.34
R80721,2014-01-09T03:30:00+01:00,-1.01,421.64000999999996,6.48,5.54,10.3,169.94,175.46001
R80790,2014-01-09T03:30:00+01:00,-0.94999999,763.09003,7.309999900000001,-6.3200002,10.09,174.83,169.38
R80736,2014-01-09T03:30:00+01:00,-1.0,607.64001,7.0,-2.3699999,10.04,179.14999,176.78
R80736,2014-01-09T03:40:00+01:00,-1.0,650.8200099999999,7.110000099999999,-1.63,10.09,179.14999,177.58
R80790,2014-01-09T03:40:00+01:00,-0.94999999,778.22998,7.469999799999999,-4.9000001,10.13,175.69,170.78
R80711,2014-01-09T03:40:00+01:00,-0.95999998,1039.53,8.489999800000001,-3.8399998999999996,9.619999900000002,176.06,172.22
R80721,2014-01-09T03:40:00+01:00,-1.01,455.14999000000006,6.599999900000001,6.780000200000001,10.31,169.94,176.69
R80790,2014-01-09T03:50:00+01:00,-0.94999999,788.66998,7.429999799999999,-5.5100002,10.08,175.69,170.16
R80711,2014-01-09T03:50:00+01:00,-0.98000002,1114.15,8.880000099999998,-1.38,9.6099997,176.06,174.7
R80736,2014-01-09T03:50:00+01:00,-1.0,586.98999,6.900000099999999,1.14,10.11,179.14999,180.25
R80721,2014-01-09T03:50:00+01:00,-1.01,490.66,6.73,8.050000200000001,10.31,169.94,178.0
R80711,2014-01-09T04:00:00+01:00,-1.0,986.87,8.630000099999998,3.3299999,9.590000199999999,176.06,179.33
R80790,2014-01-09T04:00:00+01:00,-0.94999999,955.0999800000001,8.0900002,-2.05,10.07,175.69,173.63
R80721,2014-01-09T04:00:00+01:00,-1.01,579.0499900000001,7.04,10.0,10.33,170.66,181.03
R80736,2014-01-09T04:00:00+01:00,-1.0,701.90002,7.349999900000001,3.3199998999999996,10.14,179.14999,182.48
R80736,2014-01-09T04:10:00+01:00,-1.0,832.90002,7.829999900000001,6.6599998,10.21,179.14999,185.81
R80721,2014-01-09T04:10:00+01:00,-1.01,691.28003,7.4499998,1.79,10.41,180.06,178.32001
R80711,2014-01-09T04:10:00+01:00,-0.98000002,876.9000199999999,8.0100002,0.07,9.7200003,182.05,182.72
R80790,2014-01-09T04:10:00+01:00,-0.94999999,1045.64,8.5799999,1.66,10.12,175.69,177.34
R80721,2014-01-09T04:20:00+01:00,-1.01,858.75,8.04,-0.050000000999999995,10.51,182.82001,189.7
R80790,2014-01-09T04:20:00+01:00,-0.95999998,1099.63,8.6999998,4.5999999,10.38,175.69,180.28999
R80736,2014-01-09T04:20:00+01:00,-1.0,778.46002,7.719999799999999,-1.03,10.41,189.53,191.3
R80711,2014-01-09T04:20:00+01:00,-0.94999999,1128.38,9.0,1.92,9.8999996,182.64,184.57001
R80790,2014-01-09T04:30:00+01:00,-0.95999998,1040.29,8.4799995,3.53,10.39,175.69,179.23
R80721,2014-01-09T04:30:00+01:00,-1.01,1010.23,8.4200001,-6.5,10.57,189.7,183.17999
R80736,2014-01-09T04:30:00+01:00,-1.0,935.87,8.199999799999999,-3.9200001,10.53,192.32001,188.42999
R80711,2014-01-09T04:30:00+01:00,-0.97000003,1162.47,9.069999699999999,3.1700001,9.909999800000001,182.64,185.83
R80736,2014-01-09T04:40:00+01:00,-1.0,759.9299900000001,7.469999799999999,-3.8,10.42,192.32001,188.52
R80711,2014-01-09T04:40:00+01:00,-0.97000003,1181.34,9.2700005,3.99,9.8999996,182.64,186.62
R80790,2014-01-09T04:40:00+01:00,-0.98000002,1082.53,8.8999996,6.54,10.35,175.69,182.21001
R80721,2014-01-09T04:40:00+01:00,-1.01,970.7100199999999,8.1800003,-5.4299998,10.5,189.7,184.27
R80736,2014-01-09T04:50:00+01:00,-1.0,916.06,7.9899998,-4.619999900000001,10.43,192.32001,187.66
R80721,2014-01-09T04:50:00+01:00,-1.01,979.63,8.1400003,-7.719999799999999,10.5,189.7,181.97
R80711,2014-01-09T04:50:00+01:00,-0.98000002,1059.39,8.8999996,1.66,9.869999900000002,182.64,184.3
R80790,2014-01-09T04:50:00+01:00,-0.97000003,1176.85,9.130000099999998,4.8600001,10.31,175.69,180.57001
R80736,2014-01-09T05:00:00+01:00,-1.0,639.84998,6.98,-1.78,10.4,192.32001,190.56
R80790,2014-01-09T05:00:00+01:00,-0.97000003,949.85999,8.29,5.9699998,10.27,176.77,189.33
R80711,2014-01-09T05:00:00+01:00,-0.98000002,1240.7,9.630000099999998,4.75,9.8500004,182.64,187.39999
R80721,2014-01-09T05:00:00+01:00,-1.01,906.5800199999999,7.820000200000001,-4.8200002,10.5,189.7,184.87
R80790,2014-01-09T05:10:00+01:00,-0.98000002,1026.62,8.3299999,-1.6900001,10.35,183.37,181.67
R80711,2014-01-09T05:10:00+01:00,-0.98000002,1228.5,9.590000199999999,4.9000001,9.8500004,182.64,187.56
R80736,2014-01-09T05:10:00+01:00,-1.0,742.98999,7.25,-2.29,10.49,192.32001,190.08
R80721,2014-01-09T05:10:00+01:00,-1.01,942.0399800000001,8.0600004,-5.1900001,10.57,189.7,184.53
R80790,2014-01-09T05:20:00+01:00,-0.97000003,1026.7,8.2399998,-3.6099998999999996,10.4,183.37,179.78
R80736,2014-01-09T05:20:00+01:00,-1.0,750.84003,7.380000099999999,-3.6600001000000004,10.57,192.32001,188.66
R80711,2014-01-09T05:20:00+01:00,-1.0,1120.23,8.8000002,2.45,9.8599997,182.64,185.10001
R80721,2014-01-09T05:20:00+01:00,-1.01,917.4699699999999,7.96,-6.0900002,10.54,189.7,183.61
R80711,2014-01-09T05:30:00+01:00,-0.94,1276.95,9.510000199999999,1.37,9.8900003,182.64,183.97
R80721,2014-01-09T05:30:00+01:00,-1.01,931.0900300000001,8.0600004,-6.4699998,10.56,189.7,183.21001
R80790,2014-01-09T05:30:00+01:00,-0.97000003,1129.23,8.4799995,-2.6300001,10.43,183.37,180.74001
R80736,2014-01-09T05:30:00+01:00,-1.0,653.66998,7.059999900000001,-1.73,10.5,192.32001,190.56
R80736,2014-01-09T05:40:00+01:00,-1.0,892.0,7.8400002,-5.8899999,10.45,192.32001,186.45
R80721,2014-01-09T05:40:00+01:00,-1.01,877.44,8.0,-1.78,10.54,183.03,178.00999
R80790,2014-01-09T05:40:00+01:00,-0.98000002,1177.6899,8.71,-4.920000099999999,10.43,183.37,178.45
R80711,2014-01-09T05:40:00+01:00,-0.94999999,1115.14,8.869999900000002,1.42,9.96,182.64,184.11
R80736,2014-01-09T05:50:00+01:00,-1.0,1040.1801,8.3900003,-5.04,10.46,192.32001,187.27
R80790,2014-01-09T05:50:00+01:00,-0.97000003,1284.42,9.1400003,-6.0500002,10.4,183.37,177.31
R80721,2014-01-09T05:50:00+01:00,-1.01,892.14001,8.220000299999999,1.6,10.52,179.82001,181.44
R80711,2014-01-09T05:50:00+01:00,-0.99000001,1158.59,9.1899996,0.039999999,9.96,182.64,182.67
R80736,2014-01-09T06:00:00+01:00,-1.0,1199.61,8.909999800000001,-7.04,10.46,192.32001,185.28
R80721,2014-01-09T06:00:00+01:00,-1.01,844.6500199999999,7.900000099999999,2.77,10.49,179.82001,182.58
R80790,2014-01-09T06:00:00+01:00,-0.97000003,1238.2,8.8999996,-6.3600001,10.27,183.37,177.03
R80711,2014-01-09T06:00:00+01:00,-0.97000003,1184.8,9.260000199999999,-0.69999999,9.8999996,182.64,181.92999
R80736,2014-01-09T06:10:00+01:00,-1.0,1301.09,9.3100004,-6.7399998,10.47,192.32001,185.57001
R80721,2014-01-09T06:10:00+01:00,-1.01,1036.04,8.510000199999999,1.54,10.51,179.82001,181.38
R80711,2014-01-09T06:10:00+01:00,-1.0,982.9299900000001,8.3199997,-0.91000003,9.819999699999999,182.64,181.74001
R80790,2014-01-09T06:10:00+01:00,-0.94999999,1270.38,9.0500002,-6.75,10.26,183.37,176.64
R80790,2014-01-09T06:20:00+01:00,-0.98000002,1330.8199,9.29,-7.809999900000001,10.3,183.37,175.58
R80711,2014-01-09T06:20:00+01:00,-0.99000001,1000.91,8.5,-0.72000003,9.8900003,182.64,181.95
R80736,2014-01-09T06:20:00+01:00,-0.92000002,1362.53,9.5500002,-6.77,10.51,192.32001,185.52
R80721,2014-01-09T06:20:00+01:00,-1.01,935.9500099999999,8.04,1.1799999,10.54,179.82001,181.00999
R80790,2014-01-09T06:30:00+01:00,-0.98000002,1167.9301,8.489999800000001,-6.6599998,10.35,183.37,176.67999
R80711,2014-01-09T06:30:00+01:00,-0.97000003,914.4600199999999,8.119999900000002,-0.30000001,9.9799995,182.64,182.32001
R80721,2014-01-09T06:30:00+01:00,-1.01,897.23999,8.0600004,1.38,10.59,179.82001,181.17999
R80736,2014-01-09T06:30:00+01:00,-0.94999999,1362.13,9.510000199999999,-6.820000200000001,10.64,192.32001,185.55
R80721,2014-01-09T06:40:00+01:00,-1.01,954.88,8.300000200000001,4.8899999,10.65,179.82001,184.69
R80790,2014-01-09T06:40:00+01:00,-0.98000002,1187.91,8.840000199999999,-3.3199998999999996,10.41,183.37,180.06
R80711,2014-01-09T06:40:00+01:00,-0.97000003,946.6799900000001,8.380000099999998,2.2,10.1,182.64,184.86
R80736,2014-01-09T06:40:00+01:00,-1.0,1008.43,8.4200001,-3.8299999,10.63,192.32001,188.44
R80711,2014-01-09T06:50:00+01:00,-0.98000002,1196.8199,9.21,3.96,10.08,182.64,186.58
R80721,2014-01-09T06:50:00+01:00,-1.01,1005.48,8.569999699999999,-0.60000002,10.63,187.28999,186.92999
R80736,2014-01-09T06:50:00+01:00,-1.0,900.9299900000001,8.1700001,-0.19,10.71,192.32001,192.12
R80790,2014-01-09T06:50:00+01:00,-0.98000002,1059.3101,8.5799999,-1.22,10.44,183.37,182.12
R80736,2014-01-09T07:00:00+01:00,-1.0,899.2100199999999,7.969999799999999,-3.8299999,10.71,192.32001,188.52
R80790,2014-01-09T07:00:00+01:00,-0.94999999,1188.6,8.8100004,-3.48,10.4,183.37,179.89999
R80721,2014-01-09T07:00:00+01:00,-1.01,1106.96,8.7299995,-3.4000001,10.62,187.50999,184.12
R80711,2014-01-09T07:00:00+01:00,-0.98000002,1296.05,9.75,2.96,9.9799995,182.64,185.60001
R80711,2014-01-09T07:10:00+01:00,-0.97000003,1182.3199,9.1400003,0.73000002,9.989999800000001,182.64,183.42999
R80736,2014-01-09T07:10:00+01:00,-0.99000001,1137.98,8.8000002,-6.679999799999999,10.7,192.32001,185.64999
R80721,2014-01-09T07:10:00+01:00,-1.01,1118.09,8.7799997,-5.9299998,10.64,187.50999,181.59
R80790,2014-01-09T07:10:00+01:00,-0.89999998,1328.9,9.430000300000001,-3.9100001000000004,10.42,183.37,179.49001
R80736,2014-01-09T07:20:00+01:00,-0.94999999,1305.24,9.25,-5.3200002,10.72,192.32001,187.0
R80790,2014-01-09T07:20:00+01:00,-0.93000001,1232.46,9.180000300000001,-4.71,10.39,183.37,178.66
R80721,2014-01-09T07:20:00+01:00,-1.01,1133.4301,8.8000002,-5.3600001,10.64,187.50999,182.14999
R80711,2014-01-09T07:20:00+01:00,-0.97000003,1019.41,8.6000004,0.50999999,9.9499998,182.64,183.11
R80711,2014-01-09T07:30:00+01:00,-0.97000003,1174.84,9.180000300000001,2.01,10.07,182.64,184.69
R80721,2014-01-09T07:30:00+01:00,-0.99000001,1211.84,9.0299997,-5.98,10.76,187.50999,181.53
R80790,2014-01-09T07:30:00+01:00,-0.97000003,1225.16,8.840000199999999,-4.6799998,10.5,183.37,178.69
R80736,2014-01-09T07:30:00+01:00,-0.94,1297.66,9.430000300000001,-4.7800002,10.74,192.32001,187.53999
R80736,2014-01-09T07:40:00+01:00,-0.98000002,1029.27,8.4399996,-2.47,10.73,192.32001,189.89999
R80711,2014-01-09T07:40:00+01:00,-0.92000002,1294.45,9.6000004,2.8699999,10.12,182.64,185.5
R80790,2014-01-09T07:40:00+01:00,-0.94999999,1328.34,9.2700005,-3.1900001000000002,10.6,183.37,180.16
R80721,2014-01-09T07:40:00+01:00,-1.0,1242.8,9.1499996,-3.8199998999999996,10.8,187.50999,183.67
R80736,2014-01-09T07:50:00+01:00,-1.0,849.7100199999999,7.820000200000001,-3.0699999,10.67,192.32001,189.21001
R80790,2014-01-09T07:50:00+01:00,-0.92000002,1290.21,9.3999996,-2.46,10.56,183.37,180.91
R80711,2014-01-09T07:50:00+01:00,-0.70999998,1519.2,10.5,3.29,10.11,182.64,185.92999
R80721,2014-01-09T07:50:00+01:00,-1.01,1095.04,8.8000002,-2.77,10.7,187.50999,184.73
R80736,2014-01-09T08:00:00+01:00,-0.99000001,1072.0699,8.739999800000001,0.51999998,10.71,192.32001,192.85001
R80721,2014-01-09T08:00:00+01:00,-1.01,937.0300300000001,8.1099997,-1.96,10.67,187.50999,185.52
R80790,2014-01-09T08:00:00+01:00,-0.97000003,1266.4,9.409999800000001,-1.16,10.47,183.37,182.22
R80711,2014-01-09T08:00:00+01:00,-0.81,1471.72,10.31,3.8299999,10.03,182.64,186.47
R80721,2014-01-09T08:10:00+01:00,-1.01,965.7700199999999,8.1899996,-3.9400001000000002,10.67,187.50999,183.63
R80790,2014-01-09T08:10:00+01:00,-0.95999998,973.4000199999999,8.220000299999999,-2.21,10.41,183.37,181.13
R80736,2014-01-09T08:10:00+01:00,-1.0,816.38,7.71,-2.1600001,10.7,192.32001,190.13
R80711,2014-01-09T08:10:00+01:00,-0.92000002,1280.1,9.5799999,2.8800001,9.9700003,182.64,185.52
R80736,2014-01-09T08:20:00+01:00,-1.0,713.7000099999999,7.2600002,-3.98,10.72,192.32001,188.39
R80721,2014-01-09T08:20:00+01:00,-1.01,836.60999,7.900000099999999,-4.52,10.73,187.50999,182.95
R80711,2014-01-09T08:20:00+01:00,-1.01,1114.12,9.0500002,3.2,9.9700003,182.64,185.84
R80790,2014-01-09T08:20:00+01:00,-0.95999998,1004.71,8.1800003,-3.0599998999999998,10.49,183.37,180.32001
R80711,2014-01-09T08:30:00+01:00,-1.01,1069.25,8.8900003,3.3099998999999998,10.06,182.64,185.96001
R80736,2014-01-09T08:30:00+01:00,-1.0,604.35999,7.030000200000001,-0.64999998,10.75,192.32001,191.64
R80790,2014-01-09T08:30:00+01:00,-0.94999999,820.63,7.54,-0.82999998,10.59,183.37,182.55
R80721,2014-01-09T08:30:00+01:00,-1.01,780.71002,7.6999998,-2.4400001000000002,10.76,187.50999,185.06
R80736,2014-01-09T08:40:00+01:00,-1.0,718.28998,7.5100002,1.63,10.85,192.32001,193.89999
R80711,2014-01-09T08:40:00+01:00,-0.98000002,1176.13,9.1700001,4.099999899999999,10.08,182.64,186.74001
R80790,2014-01-09T08:40:00+01:00,-0.95999998,877.4299900000001,7.969999799999999,1.21,10.65,182.77,179.07001
R80721,2014-01-09T08:40:00+01:00,-1.01,775.25,7.469999799999999,-0.52999997,10.81,187.50999,186.98
R80721,2014-01-09T08:50:00+01:00,-1.01,807.75,7.800000199999999,-1.63,10.88,187.50999,185.86
R80711,2014-01-09T08:50:00+01:00,-1.0,1106.1899,9.0500002,4.48,10.16,182.64,187.14
R80736,2014-01-09T08:50:00+01:00,-1.0,678.1799900000001,7.440000099999999,-0.5,10.85,192.32001,191.88
R80790,2014-01-09T08:50:00+01:00,-0.94999999,730.72998,7.639999900000001,6.599999900000001,10.69,177.88,184.48
R80790,2014-01-09T09:00:00+01:00,-0.94999999,715.25,7.630000099999999,7.150000099999999,10.74,177.88,185.08
R80711,2014-01-09T09:00:00+01:00,-1.0,1088.16,8.9399996,5.0,10.22,182.64,187.63
R80721,2014-01-09T09:00:00+01:00,-1.01,754.19,7.6599998,0.57999998,10.95,187.50999,188.07001
R80736,2014-01-09T09:00:00+01:00,-1.0,647.4500099999999,7.2399998,3.1400001,10.99,192.32001,195.42999
R80790,2014-01-09T09:10:00+01:00,-0.94999999,692.90997,7.349999900000001,2.3199999,10.8,180.99001,190.11
R80721,2014-01-09T09:10:00+01:00,-1.01,672.69,7.349999900000001,-1.28,11.04,187.50999,186.25
R80711,2014-01-09T09:10:00+01:00,-0.99000001,1041.11,8.8500004,4.880000099999999,10.23,182.64,187.53999
R80736,2014-01-09T09:10:00+01:00,-1.0,642.06,7.170000099999999,0.23999999,11.01,192.32001,192.61
R80736,2014-01-09T09:20:00+01:00,-1.0,818.08002,7.75,-1.55,11.03,191.31,181.94
R80721,2014-01-09T09:20:00+01:00,-1.01,772.51001,7.440000099999999,-3.02,11.08,187.50999,184.50999
R80711,2014-01-09T09:20:00+01:00,-0.98000002,1048.97,8.8500004,4.0,10.33,182.64,186.64999
R80790,2014-01-09T09:20:00+01:00,-0.94,786.03998,7.360000099999999,-6.679999799999999,10.87,187.75999,181.08
R80711,2014-01-09T09:30:00+01:00,-0.99000001,1023.35,8.739999800000001,7.0900002,10.34,182.64,189.72
R80736,2014-01-09T09:30:00+01:00,-1.0,610.81,7.150000099999999,9.8100004,11.01,183.53999,193.32001
R80721,2014-01-09T09:30:00+01:00,-1.01,825.26001,7.8400002,-1.7000000000000002,11.1,187.50999,185.77
R80790,2014-01-09T09:30:00+01:00,-0.97000003,688.58002,7.0100002,-5.75,10.88,187.75999,182.02
R80721,2014-01-09T09:40:00+01:00,-1.01,726.02002,7.5900002,0.38,11.09,187.50999,187.88
R80736,2014-01-09T09:40:00+01:00,-1.0,949.12,8.2399998,1.16,11.08,192.8,194.62
R80711,2014-01-09T09:40:00+01:00,-1.0,1100.67,9.0200005,7.570000200000001,10.41,182.64,190.22
R80790,2014-01-09T09:40:00+01:00,-0.97000003,755.78998,7.3400002,-4.190000100000001,10.92,187.75999,183.59
R80721,2014-01-09T09:50:00+01:00,-1.01,767.66998,7.71,-0.05999999900000001,11.1,187.50999,187.42999
R80711,2014-01-09T09:50:00+01:00,-0.97000003,1074.95,9.010000199999999,8.4399996,10.46,182.64,191.09
R80790,2014-01-09T09:50:00+01:00,-0.97000003,761.3200099999999,7.469999799999999,-1.87,10.92,187.75999,185.84
R80736,2014-01-09T09:50:00+01:00,-1.0,997.9099699999999,8.369999900000002,-1.78,11.11,193.42,191.63
R80736,2014-01-09T10:00:00+01:00,-1.0,860.6500199999999,7.929999799999999,1.33,11.28,193.42,194.75
R80711,2014-01-09T10:00:00+01:00,-0.98000002,1019.6,8.8500004,7.889999900000001,10.54,185.47,198.22
R80790,2014-01-09T10:00:00+01:00,-0.98000002,911.62,8.0600004,0.02,11.03,187.75999,187.82001
R80721,2014-01-09T10:00:00+01:00,-1.01,793.97998,7.77,2.6199999,11.21,187.50999,190.16
R80721,2014-01-09T10:10:00+01:00,-1.01,840.9500099999999,7.920000099999999,2.6300001,11.4,187.50999,190.14
R80711,2014-01-09T10:10:00+01:00,-0.87,1140.17,9.0600004,1.23,10.66,190.33,191.55
R80790,2014-01-09T10:10:00+01:00,-0.98000002,975.01001,8.2399998,-1.27,11.11,187.75999,186.45
R80736,2014-01-09T10:10:00+01:00,-0.99000001,913.9600199999999,8.1800003,-0.38,11.32,193.42,193.03999
R80736,2014-01-09T10:20:00+01:00,-1.0,939.7999900000001,8.54,1.48,11.41,193.42,194.89999
R80721,2014-01-09T10:20:00+01:00,-1.01,911.5200199999999,8.199999799999999,2.46,11.49,187.50999,189.98
R80790,2014-01-09T10:20:00+01:00,-0.98000002,951.60999,7.96,-1.73,11.22,187.75999,186.06
R80711,2014-01-09T10:20:00+01:00,-1.01,1155.35,9.1700001,0.11,10.69,190.33,190.47
R80790,2014-01-09T10:30:00+01:00,-0.97000003,923.98999,8.0100002,-1.28,11.27,187.75999,186.46001
R80721,2014-01-09T10:30:00+01:00,-0.99000001,974.6799900000001,8.3900003,3.52,11.59,187.50999,190.97
R80711,2014-01-09T10:30:00+01:00,-0.97000003,1182.41,9.21,0.47,10.69,190.33,190.75999
R80736,2014-01-09T10:30:00+01:00,-0.88,1137.0699,8.909999800000001,-0.039999999,11.54,193.42,193.37
R80736,2014-01-09T10:40:00+01:00,-0.95999998,1066.1801,8.5799999,-0.7599999900000001,11.62,193.42,192.72
R80790,2014-01-09T10:40:00+01:00,-0.97000003,913.25,8.04,-1.6900001,11.32,187.75999,186.12
R80711,2014-01-09T10:40:00+01:00,-0.95999998,1215.11,9.3500004,0.079999998,10.7,190.33,190.42
R80721,2014-01-09T10:40:00+01:00,-1.01,959.6699800000001,8.300000200000001,-0.25999999,11.61,187.50999,187.27
R80711,2014-01-09T10:50:00+01:00,-0.99000001,1063.67,8.79,-0.0099999998,10.79,190.33,190.33
R80721,2014-01-09T10:50:00+01:00,-1.01,976.85999,8.510000199999999,0.27000001,11.65,187.50999,187.77
R80790,2014-01-09T10:50:00+01:00,-0.98000002,1006.53,8.4399996,-3.01,11.42,187.75999,184.72
R80736,2014-01-09T10:50:00+01:00,-0.8899999900000001,1354.27,9.7700005,0.2,11.69,193.42,193.58
R80721,2014-01-09T11:00:00+01:00,-1.01,852.85999,8.1400003,4.0100002,11.77,188.19,205.78999
R80736,2014-01-09T11:00:00+01:00,-0.99000001,972.6799900000001,8.5500002,2.5899999,11.71,193.42,196.00999
R80711,2014-01-09T11:00:00+01:00,-0.97000003,1043.28,8.7799997,2.3299999,10.99,190.33,192.63
R80790,2014-01-09T11:00:00+01:00,-0.97000003,836.63,7.869999900000001,0.07,11.55,187.75999,187.84
R80711,2014-01-09T11:10:00+01:00,-0.97000003,898.81,8.199999799999999,-2.1199999,11.2,202.39,204.67999
R80790,2014-01-09T11:10:00+01:00,-0.97000003,947.48999,8.4399996,2.7,11.6,191.72,197.03
R80721,2014-01-09T11:10:00+01:00,-1.01,665.33002,7.27,-3.4400001000000002,11.94,201.77,198.33
R80736,2014-01-09T11:10:00+01:00,-0.99000001,874.5,8.1899996,-0.55000001,11.85,202.07001,206.05
R80711,2014-01-09T11:20:00+01:00,-0.98000002,987.01001,8.5200005,-5.920000099999999,11.28,206.78999,200.87
R80736,2014-01-09T11:20:00+01:00,-1.0,981.51001,8.380000099999998,-3.77,11.93,206.59,202.83
R80790,2014-01-09T11:20:00+01:00,-0.97000003,737.96997,7.48,2.0599998999999998,11.86,194.35001,196.39999
R80721,2014-01-09T11:20:00+01:00,-1.01,652.76001,7.150000099999999,-3.1700001,12.1,201.77,198.60001
R80790,2014-01-09T11:30:00+01:00,-0.98000002,914.5900300000001,8.1400003,1.62,12.07,194.35001,196.0
R80721,2014-01-09T11:30:00+01:00,-1.01,783.25,7.75,-2.1199999,12.27,201.77,199.66
R80711,2014-01-09T11:30:00+01:00,-0.97000003,995.48999,8.6000004,-6.0,11.45,206.78999,200.78999
R80736,2014-01-09T11:30:00+01:00,-0.98000002,896.9500099999999,7.900000099999999,-2.71,12.15,206.12,204.94
R80721,2014-01-09T11:40:00+01:00,-1.01,844.88,7.940000099999999,-1.8099999,12.3,201.77,199.96001
R80711,2014-01-09T11:40:00+01:00,-0.95999998,933.14001,8.4399996,-4.9899998,11.5,206.78999,201.82001
R80790,2014-01-09T11:40:00+01:00,-0.93000001,1048.6899,8.569999699999999,1.89,12.1,194.35001,196.22
R80736,2014-01-09T11:40:00+01:00,-1.0,900.9199800000001,7.96,-3.7,12.21,207.69,204.03
