"entr_tag_id","entr_tag_name","logical_node","sensor_name","presentation_name","si_unit","value_type","data_type","collector_type"
"1","CONN.ConSt","CONN.","ConSt","Provider connection state","Enum","Live Value","Long","Live Value"
"2","SERVER.DmdWSpt","SERVER.","DmdWSpt","Overall Active power setpoint","W","Live Value","Double","Live Value"
"3","SERVER.HddSpaceAvl","SERVER.","HddSpaceAvl","Free disk space on HD drive ","Byte","Live Value","Double","Live Value"
"4","SERVER.HddSpaceAvl_10m_Avg","SERVER.","HddSpaceAvl_10m_Avg","Free disk space on HD drive ","Byte","Average","Double","10 minute tag"
"5","SERVER.HddSpaceAvl_10m_Max","SERVER.","HddSpaceAvl_10m_Max","Free disk space on HD drive ","Byte","Maximum","Double","10 minute tag"
"6","SERVER.HddSpaceAvl_10m_Min","SERVER.","HddSpaceAvl_10m_Min","Free disk space on HD drive ","Byte","Minimum","Double","10 minute tag"
"7","SERVER.HddSpaceAvl_10m_Std","SERVER.","HddSpaceAvl_10m_Std","Free disk space on HD drive ","Byte","Standard Deviation","Double","10 minute tag"
"8","SERVER.OVCpuTm","SERVER.","OVCpuTm","OneView CPU usage","percent","Live Value","Double","Live Value"
"9","SERVER.OVCpuTm_10m_Avg","SERVER.","OVCpuTm_10m_Avg","OneView CPU usage","percent","Average","Double","10 minute tag"
"10","SERVER.OVCpuTm_10m_Max","SERVER.","OVCpuTm_10m_Max","OneView CPU usage","percent","Maximum","Double","10 minute tag"
"11","SERVER.OVCpuTm_10m_Min","SERVER.","OVCpuTm_10m_Min","OneView CPU usage","percent","Minimum","Double","10 minute tag"
"12","SERVER.OVCpuTm_10m_Std","SERVER.","OVCpuTm_10m_Std","OneView CPU usage","percent","Standard Deviation","Double","10 minute tag"
"13","SERVER.OVCpuTmMean","SERVER.","OVCpuTmMean","OneView CPU usage mean","percent","Live Value","Double","Live Value"
"14","SERVER.OVCpuTmMean_10m_Avg","SERVER.","OVCpuTmMean_10m_Avg","OneView CPU usage mean","percent","Average","Double","10 minute tag"
"15","SERVER.OVCpuTmMean_10m_Max","SERVER.","OVCpuTmMean_10m_Max","OneView CPU usage mean","percent","Maximum","Double","10 minute tag"
"16","SERVER.OVCpuTmMean_10m_Min","SERVER.","OVCpuTmMean_10m_Min","OneView CPU usage mean","percent","Minimum","Double","10 minute tag"
"17","SERVER.OVCpuTmMean_10m_Std","SERVER.","OVCpuTmMean_10m_Std","OneView CPU usage mean","percent","Standard Deviation","Double","10 minute tag"
"18","SERVER.OVMemUsage","SERVER.","OVMemUsage","OneView memory usage","Byte","Live Value","Double","Live Value"
"19","SERVER.OVMemUsage_10m_Avg","SERVER.","OVMemUsage_10m_Avg","OneView memory usage","Byte","Average","Double","10 minute tag"
"20","SERVER.OVMemUsage_10m_Max","SERVER.","OVMemUsage_10m_Max","OneView memory usage","Byte","Maximum","Double","10 minute tag"
"21","SERVER.OVMemUsage_10m_Min","SERVER.","OVMemUsage_10m_Min","OneView memory usage","Byte","Minimum","Double","10 minute tag"
"22","SERVER.OVMemUsage_10m_Std","SERVER.","OVMemUsage_10m_Std","OneView memory usage","Byte","Standard Deviation","Double","10 minute tag"
"23","SERVER.OVNumClients","SERVER.","OVNumClients","Number of OneView Active Clients","count","Live Value","Double","Live Value"
"24","SERVER.OVNumClients_10m_Avg","SERVER.","OVNumClients_10m_Avg","Number of OneView Active Clients","count","Average","Double","10 minute tag"
"25","SERVER.OVNumClients_10m_Max","SERVER.","OVNumClients_10m_Max","Number of OneView Active Clients","count","Maximum","Double","10 minute tag"
"26","SERVER.OVNumClients_10m_Min","SERVER.","OVNumClients_10m_Min","Number of OneView Active Clients","count","Minimum","Double","10 minute tag"
"27","SERVER.OVNumClients_10m_Std","SERVER.","OVNumClients_10m_Std","Number of OneView Active Clients","count","Standard Deviation","Double","10 minute tag"
"28","SERVER.OVNumUsers","SERVER.","OVNumUsers","Number of OneView Active Users","count","Live Value","Double","Live Value"
"29","SERVER.OVNumUsers_10m_Avg","SERVER.","OVNumUsers_10m_Avg","Number of OneView Active Users","count","Average","Double","10 minute tag"
"30","SERVER.OVNumUsers_10m_Max","SERVER.","OVNumUsers_10m_Max","Number of OneView Active Users","count","Maximum","Double","10 minute tag"
"31","SERVER.OVNumUsers_10m_Min","SERVER.","OVNumUsers_10m_Min","Number of OneView Active Users","count","Minimum","Double","10 minute tag"
"32","SERVER.OVNumUsers_10m_Std","SERVER.","OVNumUsers_10m_Std","Number of OneView Active Users","count","Standard Deviation","Double","10 minute tag"
"33","SERVER.SysCpuTm","SERVER.","SysCpuTm","System CPU usage","percent","Live Value","Double","Live Value"
"34","SERVER.SysCpuTm_10m_Avg","SERVER.","SysCpuTm_10m_Avg","System CPU usage","percent","Average","Double","10 minute tag"
"35","SERVER.SysCpuTm_10m_Max","SERVER.","SysCpuTm_10m_Max","System CPU usage","percent","Maximum","Double","10 minute tag"
"36","SERVER.SysCpuTm_10m_Min","SERVER.","SysCpuTm_10m_Min","System CPU usage","percent","Minimum","Double","10 minute tag"
"37","SERVER.SysCpuTm_10m_Std","SERVER.","SysCpuTm_10m_Std","System CPU usage","percent","Standard Deviation","Double","10 minute tag"
"38","SERVER.SysCpuTmMean","SERVER.","SysCpuTmMean","System CPU usage mean","percent","Live Value","Double","Live Value"
"39","SERVER.SysCpuTmMean_10m_Avg","SERVER.","SysCpuTmMean_10m_Avg","System CPU usage mean","percent","Average","Double","10 minute tag"
"40","SERVER.SysCpuTmMean_10m_Max","SERVER.","SysCpuTmMean_10m_Max","System CPU usage mean","percent","Maximum","Double","10 minute tag"
"41","SERVER.SysCpuTmMean_10m_Min","SERVER.","SysCpuTmMean_10m_Min","System CPU usage mean","percent","Minimum","Double","10 minute tag"
"42","SERVER.SysCpuTmMean_10m_Std","SERVER.","SysCpuTmMean_10m_Std","System CPU usage mean","percent","Standard Deviation","Double","10 minute tag"
"43","SERVER.SysMemUsage","SERVER.","SysMemUsage","System memory usage","Byte","Live Value","Double","Live Value"
"44","SERVER.SysMemUsage_10m_Avg","SERVER.","SysMemUsage_10m_Avg","System memory usage","Byte","Live Value","Double","10 minute tag"
"45","SERVER.SysMemUsage_10m_Max","SERVER.","SysMemUsage_10m_Max","System memory usage","Byte","Average","Double","10 minute tag"
"46","SERVER.SysMemUsage_10m_Min","SERVER.","SysMemUsage_10m_Min","System memory usage","Byte","Maximum","Double","10 minute tag"
"47","SERVER.SysMemUsage_10m_Std","SERVER.","SysMemUsage_10m_Std","System memory usage","Byte","Minimum","Double","10 minute tag"
"48","SERVER.TurSt","SERVER.","TurSt","Overall Turbine Status","Enum","Live Value","Long","Live Value"
"49","WALM.ActAlmCnt","WALM.","ActAlmCnt","Number Of Active Alarms","Count","Live Value","Long","Live Value"
"50","WALM.ActAlmCnt_10m_Sum","WALM.","ActAlmCnt_10m_Sum","Number Of Active Alarms","Count","Summation","Long","10 minute tag"
"51","WALM.ActWarCnt","WALM.","ActWarCnt","Number Of Active Warnings","Count","Live Value","Long","Live Value"
"52","WALM.AlmLvl","WALM.","AlmLvl","Active alarm level","Enum","Live Value","Long","Live Value"
"53","WALM.AlmSt","WALM.","AlmSt","Active alarm code","Enum","Live Value","Long","Live Value"
"54","WALM.AlmSt_10m_End","WALM.","AlmSt_10m_End","First active alarm code","Enum","Endvalue","Long","10 minute tag"
"55","WALM.AlmTms","WALM.","AlmTms","Time with an alarm","seconds","Live Value","Long","Live Value"
"56","WALM.AlmTms_10m_Sum","WALM.","AlmTms_10m_Sum","Time with an alarm","seconds","Summation","Long","10 minute tag"
"57","WALM.AlmVal1","WALM.","AlmVal1","First parameter of the active alarm","Enum","Live Value","Double","Live Value"
"58","WALM.AlmVal1_10m_End","WALM.","AlmVal1_10m_End","First parameter of the active alarm","Enum","Endvalue","Double","10 minute tag"
"59","WALM.AlmVal2","WALM.","AlmVal2","Second parameter active alarm","Enum","Live Value","Double","Live Value"
"60","WALM.AlmVal2_10m_End","WALM.","AlmVal2_10m_End","Second parameter active alarm","Enum","Endvalue","Double","10 minute tag"
"61","WALM.WarSt","WALM.","WarSt","Active warning code","Enum","Live Value","Long","Live Value"
"62","WALM.WarSt_10m_End","WALM.","WarSt_10m_End","First active warning code","Enum","Endvalue","Long","10 minute tag"
"63","WAPC.BatStopCnt","WAPC.","BatStopCnt","Number of Stopped by bat/bird control","Count","Live Value","Long","Live Value"
"64","WAPC.CtlSt","WAPC.","CtlSt","Active power control state","Enum","Live Value","Long","Live Value"
"65","WAPC.CtlStStr","WAPC.","CtlStStr","Active power control state Text","Enum","Live Value","String","Live Value"
"66","WAPC.CutHiTurNum","WAPC.","CutHiTurNum","Number of turbines not running due to high wind speed","Count","Total Counter","Long","Live Value"
"67","WAPC.CutLoTurNum","WAPC.","CutLoTurNum","Number of turbines not running due to low wind speed","Count","Total Counter","Long","Live Value"
"68","WAPC.DelAct","WAPC.","DelAct","Activate delta control function","Enum","Live Value","Long","Live Value"
"69","WAPC.DelEna","WAPC.","DelEna","Delta function enabled","Enum","Live Value","Long","Live Value"
"70","WAPC.DelSpt","WAPC.","DelSpt","Active Power Delta Setpoint","W","Setpoint","Double","Live Value"
"71","WAPC.DrtOpTms_10m_Sum","WAPC.","DrtOpTms_10m_Sum","No of seconds derated internal or remote","seconds","Summation","Double","10 minute tag"
"72","WAPC.EmgWSptSt","WAPC.","EmgWSptSt","Emergency active power setpoint state","Enum","Live Value","Long","Live Value"
"73","WAPC.ExDrtOpTms_10m_Sum","WAPC.","ExDrtOpTms_10m_Sum","No of seconds derated remote","seconds","Summation","Double","10 minute tag"
"74","WAPC.Gra","WAPC.","Gra","Wind power plant gradient","W/s","Live Value","Double","Live Value"
"75","WAPC.GraAct","WAPC.","GraAct","Activate gradient control function","Enum","Live Value","Long","Live Value"
"76","WAPC.GraEna","WAPC.","GraEna","Gradient function enabled","Enum","Live Value","Long","Live Value"
"77","WAPC.GrdLossW","WAPC.","GrdLossW","UPC Estimated grid loss","W","Live Value","Double","Live Value"
"78","WAPC.GrdOpSt","WAPC.","GrdOpSt","Site Utlity Command Status","Enum","Live Value","Long","Live Value"
"79","WAPC.Hz","WAPC.","Hz","Frequency in PCC","Hz","Live Value","Double","Live Value"
"80","WAPC.Hz_10m_Avg","WAPC.","Hz_10m_Avg","Frequency in PCC","Hz","Average","Double","10 minute tag"
"81","WAPC.Hz_10m_Max","WAPC.","Hz_10m_Max","Frequency in PCC","Hz","Maximum","Double","10 minute tag"
"82","WAPC.Hz_10m_Min","WAPC.","Hz_10m_Min","Frequency in PCC","Hz","Minimum","Double","10 minute tag"
"83","WAPC.Hz_10m_Std","WAPC.","Hz_10m_Std","Frequency in PCC","Hz","Standard Deviation","Double","10 minute tag"
"84","WAPC.Hz_1s_End","WAPC.","Hz_1s_End","Frequency in PCC","Hz","Endvalue","Double","1 second tag"
"85","WAPC.HzCmpSt","WAPC.","HzCmpSt","Frequency compensation state","Enum","Live Value","Long","Live Value"
"86","WAPC.HzCmpStStr","WAPC.","HzCmpStStr","Frequency compensation state text","String","Live Value","String","Live Value"
"87","WAPC.IceStopCnt","WAPC.","IceStopCnt","Number of  Stopped by ice control","Count","Live Value","Long","Live Value"
"88","WAPC.ICntrbW","WAPC.","ICntrbW","UPC I Contribution","W","Live Value","Double","Live Value"
"89","WAPC.IntnDrtCnt_10m_Sum","WAPC.","IntnDrtCnt_10m_Sum","Internal derate state changes","Count","Summation","Double","10 minute tag"
"90","WAPC.IntnDrtSt_10m_End","WAPC.","IntnDrtSt_10m_End","Internal derate state","Enum","Endvalue","Double","10 minute tag"
"91","WAPC.IntnDrtTms_10m_Sum","WAPC.","IntnDrtTms_10m_Sum","Internal derate state time","seconds","Summation","Double","10 minute tag"
"92","WAPC.IntnWSpt","WAPC.","IntnWSpt","UPC Internal active power setpoint","W","Live Value","Double","Live Value"
"93","WAPC.IntnWSpt_10m_Avg","WAPC.","IntnWSpt_10m_Avg","UPC Internal active power setpoint","W","Average","Double","10 minute tag"
"94","WAPC.IntnWSpt_10m_Max","WAPC.","IntnWSpt_10m_Max","UPC Internal active power setpoint","W","Maximum","Double","10 minute tag"
"95","WAPC.IntnWSpt_10m_Min","WAPC.","IntnWSpt_10m_Min","UPC Internal active power setpoint","W","Minimum","Double","10 minute tag"
"96","WAPC.IntnWSpt_1s_End","WAPC.","IntnWSpt_1s_End","UPC Internal active power setpoint","W","Endvalue","Double","Live Value"
"97","WAPC.LaPMActSector_10m_End","WAPC.","LaPMActSector_10m_End","LaPM Active wind sector","Enum","Endvalue","Long","10 minute tag"
"98","WAPC.LaPMActSectorTms_10m_Sum","WAPC.","LaPMActSectorTms_10m_Sum","LaPM Active sector time","seconds","Summation","Long","10 minute tag"
"99","WAPC.LaPMEndSectorAng_10m_Avg","WAPC.","LaPMEndSectorAng_10m_Avg","LaPM Sector Angle","Degrees","Average","Double","10 minute tag"
"100","WAPC.LaPMFullLodHiWdMod_10m_End","WAPC.","LaPMFullLodHiWdMod_10m_End","LaPM Mode for full load high wind","Enum","Endvalue","Long","10 minute tag"
"101","WAPC.LaPMFullLodLoWdMod_10m_End","WAPC.","LaPMFullLodLoWdMod_10m_End","LaPM Mode for full load low wind","Enum","Endvalue","Long","10 minute tag"
"102","WAPC.LaPMFullLodTreshold_10m_End","WAPC.","LaPMFullLodTreshold_10m_End","LaPM Treshold for switching full load","m/s","Endvalue","Double","10 minute tag"
"103","WAPC.LaPMHorWdDir_10m_Avg","WAPC.","LaPMHorWdDir_10m_Avg","LaPM Absolute Wind Direction","Degrees","Average","Double","10 minute tag"
"104","WAPC.LaPMPaLodMod_10m_End","WAPC.","LaPMPaLodMod_10m_End","LaPM Mode for partial load","Enum","Endvalue","Long","10 minute tag"
"105","WAPC.LaPMStrSectorAng_10m_Avg","WAPC.","LaPMStrSectorAng_10m_Avg","LaPM Sector Angle","Degrees","Average","Double","10 minute tag"
"106","WAPC.ManWDelGraSpt","WAPC.","ManWDelGraSpt","Delta manual active power setpoint ramp rate","W/s","Setpoint","Double","Live Value"
"107","WAPC.ManWDelSpt","WAPC.","ManWDelSpt","UPC Delta manual active power setpoint","W","Setpoint","Double","Live Value"
"108","WAPC.ManWDelSptSt","WAPC.","ManWDelSptSt","UPC Delta manual active power setpoint state","Enum","Live Value","Long","Live Value"
"109","WAPC.ManWGraSpt","WAPC.","ManWGraSpt","Absolute manual active power setpoint ramp rate","W/s","Setpoint","Double","Live Value"
"110","WAPC.ManWSpt","WAPC.","ManWSpt","UPC Absolute manual active power setpoint","W","Setpoint","Double","Live Value"
"111","WAPC.ManWSptNoSt","WAPC.","ManWSptNoSt","UPC No manual active power setpoint state","Enum","Live Value","Long","Live Value"
"112","WAPC.ManWSptSt","WAPC.","ManWSptSt","UPC Absolute manual active power setpoint state","Enum","Live Value","Long","Live Value"
"113","WAPC.NoCommW","WAPC.","NoCommW","UPC Power of turbines with no comm","W","Live Value","Double","Live Value"
"114","WAPC.NoCtlCnt","WAPC.","NoCtlCnt","Number of not controllable units","Count","Live Value","Long","Live Value"
"115","WAPC.OpCnt","WAPC.","OpCnt","Number of operational units","Count","Live Value","Long","Live Value"
"116","WAPC.OperSt","WAPC.","OperSt","UPC State","Enum","Live Value","Long","Live Value"
"117","WAPC.OpTms_10m_Sum","WAPC.","OpTms_10m_Sum","Time system has been online","seconds","Summation","Double","10 minute tag"
"118","WAPC.OpTurNum","WAPC.","OpTurNum","Actual number of wind turbines in operation","Count","Total Counter","Long","Live Value"
"119","WAPC.PCntrbW","WAPC.","PCntrbW","UPC P Contribution","W","Live Value","Double","Live Value"
"120","WAPC.PsblW","WAPC.","PsblW","UPC Possible Active Power","W","Live Value","Double","Live Value"
"121","WAPC.PsblW_10m_Avg","WAPC.","PsblW_10m_Avg","UPC Possible Active Power","W","Average","Double","10 minute tag"
"122","WAPC.PsblW_10m_Max","WAPC.","PsblW_10m_Max","UPC Possible Active Power","W","Maximum","Double","10 minute tag"
"123","WAPC.PsblW_10m_Min","WAPC.","PsblW_10m_Min","UPC Possible Active Power","W","Minimum","Double","10 minute tag"
"124","WAPC.PslbW_1s_End","WAPC.","PslbW_1s_End","UPC Possible Active Power","W","Endvalue","Double","Live Value"
"125","WAPC.ResWSpt","WAPC.","ResWSpt","UPC Resulting active power setpoint","W","Live Value","Double","Live Value"
"126","WAPC.ResWSpt_10m_Avg","WAPC.","ResWSpt_10m_Avg","UPC Resulting active power setpoint","W","Average","Double","10 minute tag"
"127","WAPC.ResWSpt_10m_Max","WAPC.","ResWSpt_10m_Max","UPC Resulting active power setpoint","W","Maximum","Double","10 minute tag"
"128","WAPC.ResWSpt_10m_Min","WAPC.","ResWSpt_10m_Min","UPC Resulting active power setpoint","W","Minimum","Double","10 minute tag"
"129","WAPC.ResWSpt_1s_End","WAPC.","ResWSpt_1s_End","UPC Resulting active power setpoint","W","Endvalue","Double","Live Value"
"130","WAPC.SectorStopCnt","WAPC.","SectorStopCnt","Number of units Stopped by sector management","Count","Live Value","Long","Live Value"
"131","WAPC.ShadowStopCnt","WAPC.","ShadowStopCnt","Number of units Stopped by shadow control","Count","Live Value","Long","Live Value"
"132","WAPC.StManu","WAPC.","StManu","UPC state OEM code","Enum","Live Value","Long","Live Value"
"133","WAPC.StManuStr","WAPC.","StManuStr","OEM state text","String","Live Value","String","Live Value"
"134","WAPC.StopCnt","WAPC.","StopCnt","Number of units Stopped","Count","Live Value","Long","Live Value"
"135","WAPC.TraWDelSpt","WAPC.","TraWDelSpt","UPC Delta trading active power setpoint","W","Live Value","Double","Live Value"
"136","WAPC.TraWDelSptSt","WAPC.","TraWDelSptSt","UPC Delta trading active power setpoint state","Enum","Live Value","Long","Live Value"
"137","WAPC.TraWSpt","WAPC.","TraWSpt","UPC Absolute trading active power setpoint","W","Live Value","Double","Live Value"
"138","WAPC.TraWSptSt","WAPC.","TraWSptSt","UPC Absolute trading active power setpoint state","Enum","Live Value","Long","Live Value"
"139","WAPC.TurBasW","WAPC.","TurBasW","UPC Turbine Basis Power","W","Live Value","Double","Live Value"
"140","WAPC.TurCsmpW","WAPC.","TurCsmpW","UPC Turbine consumption","W","Live Value","Double","Live Value"
"141","WAPC.TurDisW","WAPC.","TurDisW","UPC Power of control disabled turbines","W","Live Value","Double","Live Value"
"142","WAPC.TurLoLimW","WAPC.","TurLoLimW","UPC Turbine Lower tolerance limit","W","Live Value","Double","Live Value"
"143","WAPC.TurMinW","WAPC.","TurMinW","UPC Turbine Minimum setpoint","W","Live Value","Double","Live Value"
"144","WAPC.TurNomW","WAPC.","TurNomW","UPC Turbine Nominal power","W","Live Value","Double","Live Value"
"145","WAPC.TurPsblW","WAPC.","TurPsblW","UPC Turbine Available power","W","Live Value","Double","Live Value"
"146","WAPC.TurSpltPtW","WAPC.","TurSpltPtW","UPC Turbine Split point","W","Live Value","Double","Live Value"
"147","WAPC.TurSt","WAPC.","TurSt","UPC Status of turbine for UPC Park Controller","Enum","Live Value","Long","Live Value"
"148","WAPC.TurStOk_1s_End","WAPC.","TurStOk_1s_End","Number of turbines available for control","count","Endvalue","Long","1 second tag"
"149","WAPC.TurUpLimW","WAPC.","TurUpLimW","UPC Turbine Upper tolerance limit","W","Live Value","Double","Live Value"
"150","WAPC.TurW","WAPC.","TurW","UPC Turbine Active power","W","Live Value","Double","Live Value"
"151","WAPC.TurWSpt","WAPC.","TurWSpt","UPC Turbine  Active power setpoint","W","Live Value","Double","Live Value"
"152","WAPC.UtlWDelSpt","WAPC.","UtlWDelSpt","UPC Delta utility active power setpoint","W","Live Value","Double","Live Value"
"153","WAPC.UtlWDelSptSt","WAPC.","UtlWDelSptSt","UPC Delta utility active power setpoint state","Enum","Live Value","Long","Live Value"
"154","WAPC.UtlWSpt","WAPC.","UtlWSpt","UPC Absolute utility active power setpoint","W","Live Value","Double","Live Value"
"155","WAPC.UtlWSptSt","WAPC.","UtlWSptSt","UPC Absolute utility active power setpoint state","Enum","Live Value","Long","Live Value"
"156","WAPC.VA","WAPC.","VA","Wind power plant apparent power","VAr","Live Value","Double","Live Value"
"157","WAPC.VAAct","WAPC.","VAAct","Activate apparent power control function","Enum","Live Value","Long","Live Value"
"158","WAPC.VAEna","WAPC.","VAEna","Active power control mode enabled controlling apparent power","Enum","Live Value","Long","Live Value"
"159","WAPC.VASpt","WAPC.","VASpt","Apparent power setpoint","W","Setpoint","Double","Live Value"
"160","WAPC.W","WAPC.","W","Wind power plant active generation","W","Live Value","Double","Live Value"
"161","WAPC.W_10m_Avg","WAPC.","W_10m_Avg","Active Power","W","Average","Double","10 minute tag"
"162","WAPC.W_10m_Max","WAPC.","W_10m_Max","Active Power","W","Maximum","Double","10 minute tag"
"163","WAPC.W_10m_Min","WAPC.","W_10m_Min","Active Power","W","Minimum","Double","10 minute tag"
"164","WAPC.W_1s_End","WAPC.","W_1s_End","Active Power","W","Endvalue","Double","Live Value"
"165","WAPC.WAct","WAPC.","WAct","Activate active power control function","Enum","Live Value","Long","Live Value"
"166","WAPC.WCap","WAPC.","WCap","Wind power plant active power capability","W","Live Value","Double","Live Value"
"167","WAPC.WDel","WAPC.","WDel","Wind power plant active power reserve","W","Live Value","Double","Live Value"
"168","WAPC.WDnGraSpt","WAPC.","WDnGraSpt","Setpoint gradient ramp down","W/s","Setpoint","Double","Live Value"
"169","WAPC.WdSpd","WAPC.","WdSpd","Wind speed","m/s","Live Value","Double","Live Value"
"170","WAPC.WdSpd_10m_Avg","WAPC.","WdSpd_10m_Avg","Wind speed","m/s","Average","Double","10 minute tag"
"171","WAPC.WdSpd_10m_Max","WAPC.","WdSpd_10m_Max","Wind speed","m/s","Maximum","Double","10 minute tag"
"172","WAPC.WdSpd_10m_Min","WAPC.","WdSpd_10m_Min","Wind speed","m/s","Minimum","Double","10 minute tag"
"173","WAPC.WdSpd_1s_End","WAPC.","WdSpd_1s_End","Wind speed","m/s","Endvalue","Double","1 second tag"
"174","WAPC.WLim","WAPC.","WLim","Active power limit","W","Live Value","Double","Live Value"
"175","WAPC.WLimEna","WAPC.","WLimEna","Active power limitation mode enabled","Enum","Live Value","Long","Live Value"
"176","WAPC.WMinCap","WAPC.","WMinCap","Wind power plant minimum capability active power","W","Live Value","Double","Live Value"
"177","WAPC.WSpt","WAPC.","WSpt","Wind power plant Active power Setpoint","W","Setpoint","Double","Live Value"
"178","WAPC.WSpt_10m_Avg","WAPC.","WSpt_10m_Avg","Wind power plant Active power Setpoint","W","Average","Double","10 minute tag"
"179","WAPC.WSpt_10m_Max","WAPC.","WSpt_10m_Max","Wind power plant Active power Setpoint","W","Maximum","Double","10 minute tag"
"180","WAPC.WSpt_10m_Min","WAPC.","WSpt_10m_Min","Wind power plant Active power Setpoint","W","Minimum","Double","10 minute tag"
"181","WAPC.WSptSrc_10m_Avg","WAPC.","WSptSrc_10m_Avg","Turbine active power generation setpoint source","Enum","Average","Long","10 minute tag"
"182","WAPC.WUpGraSpt","WAPC.","WUpGraSpt","Setpoint gradient ramp up","W/s","Setpoint","Double","Live Value"
"183","WAVL.AvlTms","WAVL.","AvlTms","Turbine availability time","seconds","Total Counter","Long","Live Value"
"184","WAVL.AvlTms_Mly_Sum","WAVL.","AvlTms_Mly_Sum","Turbine availability time","seconds","Summation","Long","Monthly tag"
"185","WAVL.CnttAvl","WAVL.","CnttAvl","Contractual availability","percent","Live Value","Double","Live Value"
"186","WAVL.CnttAvl_10m_End","WAVL.","CnttAvl_10m_End","Contractual availability","percent","Endvalue","Double","10 minute tag"
"187","WAVL.CnttAvl_Dly_Sum","WAVL.","CnttAvl_Dly_Sum","Contractual availability","percent","Summation","Double","Daily tag"
"188","WAVL.CnttAvl_Mly_Sum","WAVL.","CnttAvl_Mly_Sum","Contractual availability","percent","Summation","Double","Monthly tag"
"189","WAVL.CnttAvl_Wly_Sum","WAVL.","CnttAvl_Wly_Sum","Contractual availability","percent","Summation","Double","Weekly tag"
"190","WAVL.CnttAvl_Yly_Sum","WAVL.","CnttAvl_Yly_Sum","Contractual availability","percent","Summation","Double","Yearly tag"
"191","WAVL.Ia","WAVL.","Ia","Information available","Enum","Live Value","Long","Live Value"
"192","WAVL.Iafm","WAVL.","Iafm","Information available force majeure","Enum","Live Value","Long","Live Value"
"193","WAVL.Iano","WAVL.","Iano","Information available nonoperative","Enum","Live Value","Long","Live Value"
"194","WAVL.Ianofo","WAVL.","Ianofo","Information available nonoperative forced outage","Enum","Live Value","Long","Live Value"
"195","WAVL.Ianopca","WAVL.","Ianopca","Information available nonoperative planned corrective actions","Enum","Live Value","Long","Live Value"
"196","WAVL.Ianos","WAVL.","Ianos","Information available nonoperative suspended","Enum","Live Value","Long","Live Value"
"197","WAVL.Ianosm","WAVL.","Ianosm","Information available nonoperative scheduled maintenance","Enum","Live Value","Long","Live Value"
"198","WAVL.Iao","WAVL.","Iao","Information available operative","Enum","Live Value","Long","Live Value"
"199","WAVL.Iaog","WAVL.","Iaog","Information available operative generating","Enum","Live Value","Long","Live Value"
"200","WAVL.Iaogfp","WAVL.","Iaogfp","Information available operative generating with full performance","Enum","Live Value","Long","Live Value"
"201","WAVL.Iaogpp","WAVL.","Iaogpp","Information available operative generating with partial performance","Enum","Live Value","Long","Live Value"
"202","WAVL.Iaong","WAVL.","Iaong","Information available operative nongenerating","Enum","Live Value","Long","Live Value"
"203","WAVL.Iaongel","WAVL.","Iaongel","Information available operative nongenerating out of electrical specification","Enum","Live Value","Long","Live Value"
"204","WAVL.Iaongen","WAVL.","Iaongen","Information available operative nongenerating out of environmental specification","Enum","Live Value","Long","Live Value"
"205","WAVL.Iaongrs","WAVL.","Iaongrs","Information available operative nongenerating requested shutdown","Enum","Live Value","Long","Live Value"
"206","WAVL.Iaongts","WAVL.","Iaongts","Information available operative nongenerating technical standby","Enum","Live Value","Long","Live Value"
"207","WAVL.Iu","WAVL.","Iu","Information unavailable","Enum","Live Value","Long","Live Value"
"208","WAVL.OpTmsRs","WAVL.","OpTmsRs","Operation time","seconds","Total Counter","Long","Live Value"
"209","WAVL.PwrAvl","WAVL.","PwrAvl","Powerbased availability","percent","Live Value","Double","Live Value"
"210","WAVL.PwrAvl_Dly_Sum","WAVL.","PwrAvl_Dly_Sum","Powerbased availability","percent","Summation","Double","Daily tag"
"211","WAVL.PwrAvl_Mly_Sum","WAVL.","PwrAvl_Mly_Sum","Powerbased availability","percent","Summation","Double","Monthly tag"
"212","WAVL.PwrAvl_Wly_Sum","WAVL.","PwrAvl_Wly_Sum","Powerbased availability","percent","Summation","Double","Weekly tag"
"213","WAVL.PwrAvl_Yly_Sum","WAVL.","PwrAvl_Yly_Sum","Powerbased availability","percent","Summation","Double","Yearly tag"
"214","WAVL.SysAvl","WAVL.","SysAvl","System availability","percent","Live Value","Double","Live Value"
"215","WAVL.TurAvl","WAVL.","TurAvl","Turbine availability","percent","Live Value","Double","Live Value"
"216","WAVL.TurAvl_10m_End","WAVL.","TurAvl_10m_End","Turbine availability","percent","Endvalue","Double","10 minute tag"
"217","WAVL.TurAvl_Dly_Sum","WAVL.","TurAvl_Dly_Sum","Turbine availability Daily ","percent","Summation","Double","Daily tag"
"218","WAVL.TurAvl_Mly_Sum","WAVL.","TurAvl_Mly_Sum","Turbine availability Monthly ","percent","Summation","Double","Monthly tag"
"219","WAVL.TurAvl_Wly_Sum","WAVL.","TurAvl_Wly_Sum","Turbine availability Weekly ","percent","Summation","Double","Weekly tag"
"220","WAVL.TurAvl_Yly_Sum","WAVL.","TurAvl_Yly_Sum","Turbine availability Yearly ","percent","Summation","Double","Yearly tag"
"221","WCNV.ASpt","WCNV.","ASpt","Converter current set point    ","A","Setpoint","Double","Live Value"
"222","WCNV.ASpt_10m_Avg","WCNV.","ASpt_10m_Avg","Converter current set point    ","A","Setpoint","Double","10 minute tag"
