"entr_tag_id","entr_tag_name","logical_node","sensor_name","presentation_name","si_unit","value_type","data_type","collector_type"
"1265","WROT.BlLod3_10m_Avg","WROT.","BlLod3_10m_Avg","Load Blade 3","Nm","Average","Long","10 minute tag"
"1266","WROT.BlLod3_10m_Max","WROT.","BlLod3_10m_Max","Load Blade 3","Nm","Maximum","Long","10 minute tag"
"1267","WROT.BlLod3_10m_Min","WROT.","BlLod3_10m_Min","Load Blade 3","Nm","Minimum","Long","10 minute tag"
"1268","WROT.BlLod3_10m_Std","WROT.","BlLod3_10m_Std","Load Blade 3","Nm","Standard Deviation","Long","10 minute tag"
"1269","WROT.BlPthA1","WROT.","BlPthA1","Pitch Motor 1 Current","A","Live Value","Double","Live Value"
"1270","WROT.BlPthA1_10m_Avg","WROT.","BlPthA1_10m_Avg","Pitch Motor 1 Current","A","Average","Double","10 minute tag"
"1271","WROT.BlPthA1_10m_Max","WROT.","BlPthA1_10m_Max","Pitch Motor 1 Current","A","Maximum","Double","10 minute tag"
"1272","WROT.BlPthA1_10m_Min","WROT.","BlPthA1_10m_Min","Pitch Motor 1 Current","A","Minimum","Double","10 minute tag"
"1273","WROT.BlPthA1_10m_Std","WROT.","BlPthA1_10m_Std","Pitch Motor 1 Current","A","Standard Deviation","Double","10 minute tag"
"1274","WROT.BlPthA2","WROT.","BlPthA2","Pitch Motor 2 Current","A","Live Value","Double","Live Value"
"1275","WROT.BlPthA2_10m_Avg","WROT.","BlPthA2_10m_Avg","Pitch Motor 2 Current","A","Average","Double","10 minute tag"
"1276","WROT.BlPthA2_10m_Max","WROT.","BlPthA2_10m_Max","Pitch Motor 2 Current","A","Maximum","Double","10 minute tag"
"1277","WROT.BlPthA2_10m_Min","WROT.","BlPthA2_10m_Min","Pitch Motor 2 Current","A","Minimum","Double","10 minute tag"
"1278","WROT.BlPthA2_10m_Std","WROT.","BlPthA2_10m_Std","Pitch Motor 2 Current","A","Standard Deviation","Double","10 minute tag"
"1279","WROT.BlPthA3","WROT.","BlPthA3","Pitch Motor 3 Current","A","Live Value","Double","Live Value"
"1280","WROT.BlPthA3_10m_Avg","WROT.","BlPthA3_10m_Avg","Pitch Motor 3 Current","A","Average","Double","10 minute tag"
"1281","WROT.BlPthA3_10m_Max","WROT.","BlPthA3_10m_Max","Pitch Motor 3 Current","A","Maximum","Double","10 minute tag"
"1282","WROT.BlPthA3_10m_Min","WROT.","BlPthA3_10m_Min","Pitch Motor 3 Current","A","Minimum","Double","10 minute tag"
"1283","WROT.BlPthA3_10m_Std","WROT.","BlPthA3_10m_Std","Pitch Motor 3 Current","A","Standard Deviation","Double","10 minute tag"
"1284","WROT.BlPthAng2Val1","WROT.","BlPthAng2Val1","Secondary Pitch angle of blade 1","Degrees","Live Value","Double","Live Value"
"1285","WROT.BlPthAng2Val1_10m_Avg","WROT.","BlPthAng2Val1_10m_Avg","Secondary Pitch angle of blade 1","Degrees","Average","Double","10 minute tag"
"1286","WROT.BlPthAng2Val1_10m_Max","WROT.","BlPthAng2Val1_10m_Max","Secondary Pitch angle of blade 1","Degrees","Maximum","Double","10 minute tag"
"1287","WROT.BlPthAng2Val1_10m_Min","WROT.","BlPthAng2Val1_10m_Min","Secondary Pitch angle of blade 1","Degrees","Minimum","Double","10 minute tag"
"1288","WROT.BlPthAng2Val1_10m_Std","WROT.","BlPthAng2Val1_10m_Std","Secondary Pitch angle of blade 1","Degrees","Standard Deviation","Double","10 minute tag"
"1289","WROT.BlPthAng2Val2","WROT.","BlPthAng2Val2","Secondary Pitch angle of blade 2","Degrees","Live Value","Double","Live Value"
"1290","WROT.BlPthAng2Val2_10m_Avg","WROT.","BlPthAng2Val2_10m_Avg","Secondary Pitch angle of blade 2","Degrees","Average","Double","10 minute tag"
"1291","WROT.BlPthAng2Val2_10m_Max","WROT.","BlPthAng2Val2_10m_Max","Secondary Pitch angle of blade 2","Degrees","Maximum","Double","10 minute tag"
"1292","WROT.BlPthAng2Val2_10m_Min","WROT.","BlPthAng2Val2_10m_Min","Secondary Pitch angle of blade 2","Degrees","Minimum","Double","10 minute tag"
"1293","WROT.BlPthAng2Val2_10m_Std","WROT.","BlPthAng2Val2_10m_Std","Secondary Pitch angle of blade 2","Degrees","Standard Deviation","Double","10 minute tag"
"1294","WROT.BlPthAng2Val3","WROT.","BlPthAng2Val3","Secondary Pitch angle of blade 3","Degrees","Live Value","Double","Live Value"
"1295","WROT.BlPthAng2Val3_10m_Avg","WROT.","BlPthAng2Val3_10m_Avg","Secondary Pitch angle of blade 3","Degrees","Average","Double","10 minute tag"
"1296","WROT.BlPthAng2Val3_10m_Max","WROT.","BlPthAng2Val3_10m_Max","Secondary Pitch angle of blade 3","Degrees","Maximum","Double","10 minute tag"
"1297","WROT.BlPthAng2Val3_10m_Min","WROT.","BlPthAng2Val3_10m_Min","Secondary Pitch angle of blade 3","Degrees","Minimum","Double","10 minute tag"
"1298","WROT.BlPthAng2Val3_10m_Std","WROT.","BlPthAng2Val3_10m_Std","Secondary Pitch angle of blade 3","Degrees","Standard Deviation","Double","10 minute tag"
"1299","WROT.BlPthAngRmpTgt1","WROT.","BlPthAngRmpTgt1","Pitch angle ramped setpoint blade 1","Degrees","Live Value","Double","Live Value"
"1300","WROT.BlPthAngRmpTgt1_10m_Avg","WROT.","BlPthAngRmpTgt1_10m_Avg","Pitch angle ramped setpoint blade 1","Degrees","Average","Double","10 minute tag"
"1301","WROT.BlPthAngRmpTgt1_10m_Max","WROT.","BlPthAngRmpTgt1_10m_Max","Pitch angle ramped setpoint blade 1","Degrees","Maximum","Double","10 minute tag"
"1302","WROT.BlPthAngRmpTgt1_10m_Min","WROT.","BlPthAngRmpTgt1_10m_Min","Pitch angle ramped setpoint blade 1","Degrees","Minimum","Double","10 minute tag"
"1303","WROT.BlPthAngRmpTgt1_10m_Std","WROT.","BlPthAngRmpTgt1_10m_Std","Pitch angle ramped setpoint blade 1","Degrees","Standard Deviation","Double","10 minute tag"
"1304","WROT.BlPthAngRmpTgt2","WROT.","BlPthAngRmpTgt2","Pitch angle ramped setpoint blade 2","Degrees","Live Value","Double","Live Value"
"1305","WROT.BlPthAngRmpTgt2_10m_Avg","WROT.","BlPthAngRmpTgt2_10m_Avg","Pitch angle ramped setpoint blade 2","Degrees","Average","Double","10 minute tag"
"1306","WROT.BlPthAngRmpTgt2_10m_Max","WROT.","BlPthAngRmpTgt2_10m_Max","Pitch angle ramped setpoint blade 2","Degrees","Maximum","Double","10 minute tag"
"1307","WROT.BlPthAngRmpTgt2_10m_Min","WROT.","BlPthAngRmpTgt2_10m_Min","Pitch angle ramped setpoint blade 2","Degrees","Minimum","Double","10 minute tag"
"1308","WROT.BlPthAngRmpTgt2_10m_Std","WROT.","BlPthAngRmpTgt2_10m_Std","Pitch angle ramped setpoint blade 2","Degrees","Standard Deviation","Double","10 minute tag"
"1309","WROT.BlPthAngRmpTgt3","WROT.","BlPthAngRmpTgt3","Pitch angle ramped setpoint blade 3","Degrees","Live Value","Double","Live Value"
"1310","WROT.BlPthAngRmpTgt3_10m_Avg","WROT.","BlPthAngRmpTgt3_10m_Avg","Pitch angle ramped setpoint blade 3","Degrees","Average","Double","10 minute tag"
"1311","WROT.BlPthAngRmpTgt3_10m_Max","WROT.","BlPthAngRmpTgt3_10m_Max","Pitch angle ramped setpoint blade 3","Degrees","Maximum","Double","10 minute tag"
"1312","WROT.BlPthAngRmpTgt3_10m_Min","WROT.","BlPthAngRmpTgt3_10m_Min","Pitch angle ramped setpoint blade 3","Degrees","Minimum","Double","10 minute tag"
"1313","WROT.BlPthAngRmpTgt3_10m_Std","WROT.","BlPthAngRmpTgt3_10m_Std","Pitch angle ramped setpoint blade 3","Degrees","Standard Deviation","Double","10 minute tag"
"1314","WROT.BlPthAngTgt","WROT.","BlPthAngTgt","Pitch angle setpoint","Degrees","Live Value","Double","Live Value"
"1315","WROT.BlPthAngTgt_10m_Avg","WROT.","BlPthAngTgt_10m_Avg","Pitch angle setpoint","Degrees","Average","Double","10 minute tag"
"1316","WROT.BlPthAngTgt_10m_Max","WROT.","BlPthAngTgt_10m_Max","Pitch angle setpoint","Degrees","Maximum","Double","10 minute tag"
"1317","WROT.BlPthAngTgt_10m_Min","WROT.","BlPthAngTgt_10m_Min","Pitch angle setpoint","Degrees","Minimum","Double","10 minute tag"
"1318","WROT.BlPthAngTgt_10m_Std","WROT.","BlPthAngTgt_10m_Std","Pitch angle setpoint","Degrees","Standard Deviation","Double","10 minute tag"
"1319","WROT.BlPthAngTgt1","WROT.","BlPthAngTgt1","Pitch angle setpoint blade 1","Degrees","Live Value","Double","Live Value"
"1320","WROT.BlPthAngTgt1_10m_Avg","WROT.","BlPthAngTgt1_10m_Avg","Pitch angle setpoint blade 1","Degrees","Average","Double","10 minute tag"
"1321","WROT.BlPthAngTgt1_10m_Max","WROT.","BlPthAngTgt1_10m_Max","Pitch angle setpoint blade 1","Degrees","Maximum","Double","10 minute tag"
"1322","WROT.BlPthAngTgt1_10m_Min","WROT.","BlPthAngTgt1_10m_Min","Pitch angle setpoint blade 1","Degrees","Minimum","Double","10 minute tag"
"1323","WROT.BlPthAngTgt1_10m_Std","WROT.","BlPthAngTgt1_10m_Std","Pitch angle setpoint blade 1","Degrees","Standard Deviation","Double","10 minute tag"
"1324","WROT.BlPthAngTgt2","WROT.","BlPthAngTgt2","Pitch angle setpoint blade 2","Degrees","Live Value","Double","Live Value"
"1325","WROT.BlPthAngTgt2_10m_Avg","WROT.","BlPthAngTgt2_10m_Avg","Pitch angle setpoint blade 2","Degrees","Average","Double","10 minute tag"
"1326","WROT.BlPthAngTgt2_10m_Max","WROT.","BlPthAngTgt2_10m_Max","Pitch angle setpoint blade 2","Degrees","Maximum","Double","10 minute tag"
"1327","WROT.BlPthAngTgt2_10m_Min","WROT.","BlPthAngTgt2_10m_Min","Pitch angle setpoint blade 2","Degrees","Minimum","Double","10 minute tag"
"1328","WROT.BlPthAngTgt2_10m_Std","WROT.","BlPthAngTgt2_10m_Std","Pitch angle setpoint blade 2","Degrees","Standard Deviation","Double","10 minute tag"
"1329","WROT.BlPthAngTgt3","WROT.","BlPthAngTgt3","Pitch angle setpoint blade 3","Degrees","Live Value","Double","Live Value"
"1330","WROT.BlPthAngTgt3_10m_Avg","WROT.","BlPthAngTgt3_10m_Avg","Pitch angle setpoint blade 3","Degrees","Average","Double","10 minute tag"
"1331","WROT.BlPthAngTgt3_10m_Max","WROT.","BlPthAngTgt3_10m_Max","Pitch angle setpoint blade 3","Degrees","Maximum","Double","10 minute tag"
"1332","WROT.BlPthAngTgt3_10m_Min","WROT.","BlPthAngTgt3_10m_Min","Pitch angle setpoint blade 3","Degrees","Minimum","Double","10 minute tag"
"1333","WROT.BlPthAngTgt3_10m_Std","WROT.","BlPthAngTgt3_10m_Std","Pitch angle setpoint blade 3","Degrees","Standard Deviation","Double","10 minute tag"
"1334","WROT.BlPthAngTgtErr1","WROT.","BlPthAngTgtErr1","Pitch angle setpoint error blade 1","Degrees","Live Value","Double","Live Value"
"1335","WROT.BlPthAngTgtErr1_10m_Avg","WROT.","BlPthAngTgtErr1_10m_Avg","Pitch angle setpoint error blade 1","Degrees","Average","Double","10 minute tag"
"1336","WROT.BlPthAngTgtErr1_10m_Max","WROT.","BlPthAngTgtErr1_10m_Max","Pitch angle setpoint error blade 1","Degrees","Maximum","Double","10 minute tag"
"1337","WROT.BlPthAngTgtErr1_10m_Min","WROT.","BlPthAngTgtErr1_10m_Min","Pitch angle setpoint error blade 1","Degrees","Minimum","Double","10 minute tag"
"1338","WROT.BlPthAngTgtErr1_10m_Std","WROT.","BlPthAngTgtErr1_10m_Std","Pitch angle setpoint error blade 1","Degrees","Standard Deviation","Double","10 minute tag"
"1339","WROT.BlPthAngTgtErr2","WROT.","BlPthAngTgtErr2","Pitch angle setpoint error blade 2","Degrees","Live Value","Double","Live Value"
"1340","WROT.BlPthAngTgtErr2_10m_Avg","WROT.","BlPthAngTgtErr2_10m_Avg","Pitch angle setpoint error blade 2","Degrees","Average","Double","10 minute tag"
"1341","WROT.BlPthAngTgtErr2_10m_Max","WROT.","BlPthAngTgtErr2_10m_Max","Pitch angle setpoint error blade 2","Degrees","Maximum","Double","10 minute tag"
"1342","WROT.BlPthAngTgtErr2_10m_Min","WROT.","BlPthAngTgtErr2_10m_Min","Pitch angle setpoint error blade 2","Degrees","Minimum","Double","10 minute tag"
"1343","WROT.BlPthAngTgtErr2_10m_Std","WROT.","BlPthAngTgtErr2_10m_Std","Pitch angle setpoint error blade 2","Degrees","Standard Deviation","Double","10 minute tag"
"1344","WROT.BlPthAngTgtErr3","WROT.","BlPthAngTgtErr3","Pitch angle setpoint error blade 3","Degrees","Live Value","Double","Live Value"
"1345","WROT.BlPthAngTgtErr3_10m_Avg","WROT.","BlPthAngTgtErr3_10m_Avg","Pitch angle setpoint error blade 3","Degrees","Average","Double","10 minute tag"
"1346","WROT.BlPthAngTgtErr3_10m_Max","WROT.","BlPthAngTgtErr3_10m_Max","Pitch angle setpoint error blade 3","Degrees","Maximum","Double","10 minute tag"
"1347","WROT.BlPthAngTgtErr3_10m_Min","WROT.","BlPthAngTgtErr3_10m_Min","Pitch angle setpoint error blade 3","Degrees","Minimum","Double","10 minute tag"
"1348","WROT.BlPthAngTgtErr3_10m_Std","WROT.","BlPthAngTgtErr3_10m_Std","Pitch angle setpoint error blade 3","Degrees","Standard Deviation","Double","10 minute tag"
"1349","WROT.BlPthAngVal","WROT.","BlPthAngVal","Pitch angle","Degrees","Live Value","Double","Live Value"
"1350","WROT.BlPthAngVal_10m_Avg","WROT.","BlPthAngVal_10m_Avg","Pitch angle","Degrees","Average","Double","10 minute tag"
"1351","WROT.BlPthAngVal_10m_Max","WROT.","BlPthAngVal_10m_Max","Pitch angle","Degrees","Maximum","Double","10 minute tag"
"1352","WROT.BlPthAngVal_10m_Min","WROT.","BlPthAngVal_10m_Min","Pitch angle","Degrees","Minimum","Double","10 minute tag"
"1353","WROT.BlPthAngVal_10m_Std","WROT.","BlPthAngVal_10m_Std","Pitch angle","Degrees","Standard Deviation","Double","10 minute tag"
"1354","WROT.BlPthAngVal1","WROT.","BlPthAngVal1","Pitch angle of blade 1","Degrees","Live Value","Double","Live Value"
"1355","WROT.BlPthAngVal1_10m_Avg","WROT.","BlPthAngVal1_10m_Avg","Pitch angle of blade 1","Degrees","Average","Double","10 minute tag"
"1356","WROT.BlPthAngVal1_10m_Max","WROT.","BlPthAngVal1_10m_Max","Pitch angle of blade 1","Degrees","Maximum","Double","10 minute tag"
"1357","WROT.BlPthAngVal1_10m_Min","WROT.","BlPthAngVal1_10m_Min","Pitch angle of blade 1","Degrees","Minimum","Double","10 minute tag"
"1358","WROT.BlPthAngVal1_10m_Std","WROT.","BlPthAngVal1_10m_Std","Pitch angle of blade 1  ","Degrees","Standard Deviation","Double","10 minute tag"
"1359","WROT.BlPthAngVal2","WROT.","BlPthAngVal2","Pitch angle of blade 2","Degrees","Live Value","Double","Live Value"
"1360","WROT.BlPthAngVal2_10m_Avg","WROT.","BlPthAngVal2_10m_Avg","Pitch angle of blade 2","Degrees","Average","Double","10 minute tag"
"1361","WROT.BlPthAngVal2_10m_Max","WROT.","BlPthAngVal2_10m_Max","Pitch angle of blade 2","Degrees","Maximum","Double","10 minute tag"
"1362","WROT.BlPthAngVal2_10m_Min","WROT.","BlPthAngVal2_10m_Min","Pitch angle of blade 2","Degrees","Minimum","Double","10 minute tag"
"1363","WROT.BlPthAngVal2_10m_Std","WROT.","BlPthAngVal2_10m_Std","Pitch angle of blade 2","Degrees","Standard Deviation","Double","10 minute tag"
"1364","WROT.BlPthAngVal3","WROT.","BlPthAngVal3","Pitch angle of blade 3","Degrees","Live Value","Double","Live Value"
"1365","WROT.BlPthAngVal3_10m_Avg","WROT.","BlPthAngVal3_10m_Avg","Pitch angle of blade 3","Degrees","Average","Double","10 minute tag"
"1366","WROT.BlPthAngVal3_10m_Max","WROT.","BlPthAngVal3_10m_Max","Pitch angle of blade 3","Degrees","Maximum","Double","10 minute tag"
"1367","WROT.BlPthAngVal3_10m_Min","WROT.","BlPthAngVal3_10m_Min","Pitch angle of blade 3","Degrees","Minimum","Double","10 minute tag"
"1368","WROT.BlPthAngVal3_10m_Std","WROT.","BlPthAngVal3_10m_Std","Pitch angle of blade 3","Degrees","Standard Deviation","Double","10 minute tag"
"1369","WROT.BlPthBatChaMaxTmp1","WROT.","BlPthBatChaMaxTmp1","Pitch Battery Charger 1 Max Temp ","°C","Live Value","Double","Live Value"
"1370","WROT.BlPthBatChaMaxTmp1_10m_Avg","WROT.","BlPthBatChaMaxTmp1_10m_Avg","Pitch Battery Charger 1 Max Temp ","°C","Average","Double","10 minute tag"
"1371","WROT.BlPthBatChaMaxTmp1_10m_Max","WROT.","BlPthBatChaMaxTmp1_10m_Max","Pitch Battery Charger 1 Max Temp ","°C","Maximum","Double","10 minute tag"
"1372","WROT.BlPthBatChaMaxTmp1_10m_Min","WROT.","BlPthBatChaMaxTmp1_10m_Min","Pitch Battery Charger 1 Max Temp ","°C","Minimum","Double","10 minute tag"
"1373","WROT.BlPthBatChaMaxTmp1_10m_Std","WROT.","BlPthBatChaMaxTmp1_10m_Std","Pitch Battery Charger 1 Max Temp ","°C","Standard Deviation","Double","10 minute tag"
"1374","WROT.BlPthBatChaMaxTmp2","WROT.","BlPthBatChaMaxTmp2","Pitch Battery Charger 2 Max Temp ","°C","Live Value","Double","Live Value"
"1375","WROT.BlPthBatChaMaxTmp2_10m_Avg","WROT.","BlPthBatChaMaxTmp2_10m_Avg","Pitch Battery Charger 2 Max Temp ","°C","Average","Double","10 minute tag"
"1376","WROT.BlPthBatChaMaxTmp2_10m_Max","WROT.","BlPthBatChaMaxTmp2_10m_Max","Pitch Battery Charger 2 Max Temp ","°C","Maximum","Double","10 minute tag"
"1377","WROT.BlPthBatChaMaxTmp2_10m_Min","WROT.","BlPthBatChaMaxTmp2_10m_Min","Pitch Battery Charger 2 Max Temp ","°C","Minimum","Double","10 minute tag"
"1378","WROT.BlPthBatChaMaxTmp2_10m_Std","WROT.","BlPthBatChaMaxTmp2_10m_Std","Pitch Battery Charger 2 Max Temp ","°C","Standard Deviation","Double","10 minute tag"
"1379","WROT.BlPthBatChaMaxTmp3","WROT.","BlPthBatChaMaxTmp3","Pitch Battery Charger 3 Max Temp ","°C","Live Value","Double","Live Value"
"1380","WROT.BlPthBatChaMaxTmp3_10m_Avg","WROT.","BlPthBatChaMaxTmp3_10m_Avg","Pitch Battery Charger 3 Max Temp ","°C","Average","Double","10 minute tag"
"1381","WROT.BlPthBatChaMaxTmp3_10m_Max","WROT.","BlPthBatChaMaxTmp3_10m_Max","Pitch Battery Charger 3 Max Temp ","°C","Maximum","Double","10 minute tag"
"1382","WROT.BlPthBatChaMaxTmp3_10m_Min","WROT.","BlPthBatChaMaxTmp3_10m_Min","Pitch Battery Charger 3 Max Temp ","°C","Minimum","Double","10 minute tag"
"1383","WROT.BlPthBatChaMaxTmp3_10m_Std","WROT.","BlPthBatChaMaxTmp3_10m_Std","Pitch Battery Charger 3 Max Temp ","°C","Standard Deviation","Double","10 minute tag"
"1384","WROT.BlPthBatPnlTmp1","WROT.","BlPthBatPnlTmp1","Pitch Battery Panel 1 Temp ","°C","Live Value","Double","Live Value"
"1385","WROT.BlPthBatPnlTmp1_10m_Avg","WROT.","BlPthBatPnlTmp1_10m_Avg","Pitch Battery Panel 1 Temp ","°C","Average","Double","10 minute tag"
"1386","WROT.BlPthBatPnlTmp1_10m_Max","WROT.","BlPthBatPnlTmp1_10m_Max","Pitch Battery Panel 1 Temp ","°C","Maximum","Double","10 minute tag"
"1387","WROT.BlPthBatPnlTmp1_10m_Min","WROT.","BlPthBatPnlTmp1_10m_Min","Pitch Battery Panel 1 Temp ","°C","Minimum","Double","10 minute tag"
"1388","WROT.BlPthBatPnlTmp1_10m_Std","WROT.","BlPthBatPnlTmp1_10m_Std","Pitch Battery Panel 1 Temp ","°C","Standard Deviation","Double","10 minute tag"
"1389","WROT.BlPthBatPnlTmp2","WROT.","BlPthBatPnlTmp2","Pitch Battery Panel 2 Temp ","°C","Live Value","Double","Live Value"
"1390","WROT.BlPthBatPnlTmp2_10m_Avg","WROT.","BlPthBatPnlTmp2_10m_Avg","Pitch Battery Panel 2 Temp ","°C","Average","Double","10 minute tag"
"1391","WROT.BlPthBatPnlTmp2_10m_Max","WROT.","BlPthBatPnlTmp2_10m_Max","Pitch Battery Panel 2 Temp ","°C","Maximum","Double","10 minute tag"
"1392","WROT.BlPthBatPnlTmp2_10m_Min","WROT.","BlPthBatPnlTmp2_10m_Min","Pitch Battery Panel 2 Temp ","°C","Minimum","Double","10 minute tag"
"1393","WROT.BlPthBatPnlTmp2_10m_Std","WROT.","BlPthBatPnlTmp2_10m_Std","Pitch Battery Panel 2 Temp ","°C","Standard Deviation","Double","10 minute tag"
"1394","WROT.BlPthBatPnlTmp3","WROT.","BlPthBatPnlTmp3","Pitch Battery Panel 3 Temp ","°C","Live Value","Double","Live Value"
"1395","WROT.BlPthBatPnlTmp3_10m_Avg","WROT.","BlPthBatPnlTmp3_10m_Avg","Pitch Battery Panel 3 Temp ","°C","Average","Double","10 minute tag"
"1396","WROT.BlPthBatPnlTmp3_10m_Max","WROT.","BlPthBatPnlTmp3_10m_Max","Pitch Battery Panel 3 Temp ","°C","Maximum","Double","10 minute tag"
"1397","WROT.BlPthBatPnlTmp3_10m_Min","WROT.","BlPthBatPnlTmp3_10m_Min","Pitch Battery Panel 3 Temp ","°C","Minimum","Double","10 minute tag"
"1398","WROT.BlPthBatPnlTmp3_10m_Std","WROT.","BlPthBatPnlTmp3_10m_Std","Pitch Battery Panel 3 Temp ","°C","Standard Deviation","Double","10 minute tag"
"1399","WROT.BlPthBatSt","WROT.","BlPthBatSt","Pitch Battery Status","Enum","Live Value","Long","Live Value"
"1400","WROT.BlPthCtlV1_10m_Avg","WROT.","BlPthCtlV1_10m_Avg","Control voltage pitch valve 1","V","Average","Double","10 minute tag"
"1401","WROT.BlPthCtlV1_10m_Max","WROT.","BlPthCtlV1_10m_Max","Control voltage pitch valve 1","V","Maximum","Double","10 minute tag"
"1402","WROT.BlPthCtlV1_10m_Min","WROT.","BlPthCtlV1_10m_Min","Control voltage pitch valve 1","V","Minimum","Double","10 minute tag"
"1403","WROT.BlPthCtlV1_10m_Std","WROT.","BlPthCtlV1_10m_Std","Control voltage pitch valve 1","V","Standard Deviation","Double","10 minute tag"
"1404","WROT.BlPthCtlV2_10m_Avg","WROT.","BlPthCtlV2_10m_Avg","Control voltage pitch valve 2","V","Average","Double","10 minute tag"
"1405","WROT.BlPthCtlV2_10m_Max","WROT.","BlPthCtlV2_10m_Max","Control voltage pitch valve 2","V","Maximum","Double","10 minute tag"
"1406","WROT.BlPthCtlV2_10m_Min","WROT.","BlPthCtlV2_10m_Min","Control voltage pitch valve 2","V","Minimum","Double","10 minute tag"
"1407","WROT.BlPthCtlV2_10m_Std","WROT.","BlPthCtlV2_10m_Std","Control voltage pitch valve 2","V","Standard Deviation","Double","10 minute tag"
"1408","WROT.BlPthCtlV3_10m_Avg","WROT.","BlPthCtlV3_10m_Avg","Control voltage pitch valve 3","V","Average","Double","10 minute tag"
"1409","WROT.BlPthCtlV3_10m_Max","WROT.","BlPthCtlV3_10m_Max","Control voltage pitch valve 3","V","Maximum","Double","10 minute tag"
"1410","WROT.BlPthCtlV3_10m_Min","WROT.","BlPthCtlV3_10m_Min","Control voltage pitch valve 3","V","Minimum","Double","10 minute tag"
"1411","WROT.BlPthCtlV3_10m_Std","WROT.","BlPthCtlV3_10m_Std","Control voltage pitch valve 3","V","Standard Deviation","Double","10 minute tag"
"1412","WROT.BlPthDCV1","WROT.","BlPthDCV1","DC voltage blade 1","V","Live Value","Double","Live Value"
"1413","WROT.BlPthDCV1_10m_Avg","WROT.","BlPthDCV1_10m_Avg","DC voltage blade 1","V","Average","Double","10 minute tag"
"1414","WROT.BlPthDCV1_10m_Max","WROT.","BlPthDCV1_10m_Max","DC voltage blade 1","V","Maximum","Double","10 minute tag"
"1415","WROT.BlPthDCV1_10m_Min","WROT.","BlPthDCV1_10m_Min","DC voltage blade 1","V","Minimum","Double","10 minute tag"
"1416","WROT.BlPthDCV1_10m_Std","WROT.","BlPthDCV1_10m_Std","DC voltage blade 1","V","Standard Deviation","Double","10 minute tag"
"1417","WROT.BlPthDCV2","WROT.","BlPthDCV2","DC voltage blade 2","V","Live Value","Double","Live Value"
"1418","WROT.BlPthDCV2_10m_Avg","WROT.","BlPthDCV2_10m_Avg","DC voltage blade 2","V","Average","Double","10 minute tag"
"1419","WROT.BlPthDCV2_10m_Max","WROT.","BlPthDCV2_10m_Max","DC voltage blade 2","V","Maximum","Double","10 minute tag"
"1420","WROT.BlPthDCV2_10m_Min","WROT.","BlPthDCV2_10m_Min","DC voltage blade 2","V","Minimum","Double","10 minute tag"
"1421","WROT.BlPthDCV2_10m_Std","WROT.","BlPthDCV2_10m_Std","DC voltage blade 2","V","Standard Deviation","Double","10 minute tag"
"1422","WROT.BlPthDCV3","WROT.","BlPthDCV3","DC voltage blade 3","V","Live Value","Double","Live Value"
"1423","WROT.BlPthDCV3_10m_Avg","WROT.","BlPthDCV3_10m_Avg","DC voltage blade 3","V","Average","Double","10 minute tag"
"1424","WROT.BlPthDCV3_10m_Max","WROT.","BlPthDCV3_10m_Max","DC voltage blade 3","V","Maximum","Double","10 minute tag"
"1425","WROT.BlPthDCV3_10m_Min","WROT.","BlPthDCV3_10m_Min","DC voltage blade 3","V","Minimum","Double","10 minute tag"
"1426","WROT.BlPthDCV3_10m_Std","WROT.","BlPthDCV3_10m_Std","DC voltage blade 3","V","Standard Deviation","Double","10 minute tag"
"1427","WROT.BlPthHtSnkTmp1","WROT.","BlPthHtSnkTmp1","Electrical pitch Heatsink 1 Temp","°C","Live Value","Double","Live Value"
"1428","WROT.BlPthHtSnkTmp1_10m_Avg","WROT.","BlPthHtSnkTmp1_10m_Avg","Electrical pitch Heatsink 1 Temp","°C","Average","Double","10 minute tag"
"1429","WROT.BlPthHtSnkTmp1_10m_Max","WROT.","BlPthHtSnkTmp1_10m_Max","Electrical pitch Heatsink 1 Temp","°C","Average","Double","10 minute tag"
"1430","WROT.BlPthHtSnkTmp1_10m_Min","WROT.","BlPthHtSnkTmp1_10m_Min","Electrical pitch Heatsink 1 Temp","°C","Average","Double","10 minute tag"
"1431","WROT.BlPthHtSnkTmp1_10m_Std","WROT.","BlPthHtSnkTmp1_10m_Std","Electrical pitch Heatsink 1 Temp","°C","Average","Double","10 minute tag"
"1432","WROT.BlPthHtSnkTmp2","WROT.","BlPthHtSnkTmp2","Electrical pitch Heatsink 2 Temp","°C","Live Value","Double","Live Value"
"1433","WROT.BlPthHtSnkTmp2_10m_Avg","WROT.","BlPthHtSnkTmp2_10m_Avg","Electrical pitch Heatsink 2 Temp","°C","Average","Double","10 minute tag"
"1434","WROT.BlPthHtSnkTmp2_10m_Max","WROT.","BlPthHtSnkTmp2_10m_Max","Electrical pitch Heatsink 2 Temp","°C","Average","Double","10 minute tag"
"1435","WROT.BlPthHtSnkTmp2_10m_Min","WROT.","BlPthHtSnkTmp2_10m_Min","Electrical pitch Heatsink 2 Temp","°C","Average","Double","10 minute tag"
"1436","WROT.BlPthHtSnkTmp2_10m_Std","WROT.","BlPthHtSnkTmp2_10m_Std","Electrical pitch Heatsink 2 Temp","°C","Average","Double","10 minute tag"
"1437","WROT.BlPthHtSnkTmp3","WROT.","BlPthHtSnkTmp3","Electrical pitch Heatsink 3 Temp","°C","Live Value","Double","Live Value"
